,OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,geometry,Owner,TaxParcelOwner,UBINumber,Principals,CompanyAddress,BusinessName,Agent
1084,20875,2020,CRISTALLA CONDOMINIUM,Multifamily HR (10+),1843050000,2033 2ND AVE,SEATTLE,WA,98121.0,47.61208,-122.34287,DOWNTOWN,7.0,2004,23,1,248225,246019,2206,12.0,75.8,74.3,18624614.0,18262762.0,141.5,139.9,Multifamily HR (10+),Multifamily Housing,238243.0,Parking,42180.0,Retail Store,7399.0,2545450,0,95777,Compliant,No Issue,8685075.0,9577687.0,554.9,2.3,POINT (-122.34287 47.61208),,STATE OF WASHINGTON,,,,,
1098,20945,2020,COLONIAL GRAND PACIFIC CONDOS,Multifamily MR (5-9),1697500000,1113 1ST AVE,SEATTLE,WA,98101.0,47.60571,-122.33759,DOWNTOWN,7.0,1902,6,1,93433,89974,3459,98.0,20.4,20.1,1837715.0,1810103.0,57.2,56.3,Multifamily MR (5-9),Multifamily Housing,54130.0,Retail Store,29507.0,Office,6337.0,530511,0,0,Compliant,No Issue,1810103.0,0.0,9.6,0.1,POINT (-122.33759 47.60571),,UNDEFINED,,,,,
1117,21091,2020,PLYM0UTH ON STEWART APTS,Multifamily MR (5-9),1977200970,116 STEWART ST,SEATTLE,WA,98101.0,47.61094,-122.34075,DOWNTOWN,7.0,1909,8,1,55882,55882,0,29.0,84.6,81.9,4790928.0,4636932.0,148.7,145.1,Multifamily MR (5-9),Multifamily Housing,53653.0,Other - Restaurant/Bar,2973.0,,,560805,0,27235,Compliant,No Issue,1913467.0,2723465.0,154.8,2.8,POINT (-122.34075 47.61094),Plymouth Housing,PLYMOUTH HOUSING GROUP,600 471 736,['BEN STRAUGHAN' 'CHUCK RILEY' 'LAINEY SICKINGER' 'LAURA BACHMAN'],"2113 3RD AVE, SEATTLE, WA, 98121-2321, UNITED STATES",PLYMOUTH HOUSING GROUP,
1118,21094,2020,HADDON HALL,Multifamily MR (5-9),1977201050,1921 3RD AVE,SEATTLE,WA,98101.0,47.6119,-122.34055,DOWNTOWN,7.0,1901,6,1,40109,40109,0,,54.9,53.0,2152498.0,2076329.0,91.9,89.0,Multifamily MR (5-9),Other - Lodging/Residential,32536.0,Retail Store,6644.0,Multifamily Housing,0.0,218760,0,13299,Compliant,No Issue,746408.0,1329921.0,74.6,1.9,POINT (-122.34055 47.6119),,CITY OF SEATTLE,,,,,
1119,21095,2020,DOWNTOWN SELF STORAGE,NonResidential,1977201055,1915 3RD AVE,SEATTLE,WA,98101.0,47.61179,-122.3404,DOWNTOWN,7.0,1928,6,1,46580,46580,0,,19.0,17.9,883094.0,835496.0,53.1,50.2,Self-Storage Facility,Self-Storage Facility,46580.0,,,,,244870,0,0,Compliant,No Issue,835496.0,0.0,4.4,0.1,POINT (-122.3404 47.61179),,1915 3RD AVE LP,603 558 821,['HERZEL HAZAN' 'LORIN CHRISTEAN' 'PATRICK REILLY' 'SHIMON MIZRAHI'],"918 SOUTH ST STE 1018, SEATTLE, WA, 98134, UNITED STATES",1915 3RD AVE LLC,
1120,21096,2020,JOSEPHINUM,Multifamily HR (10+),1977201060,1902 2ND AVE,SEATTLE,WA,98101.0,47.61117,-122.34044,DOWNTOWN,7.0,1907,14,1,148219,148219,0,93.0,50.4,48.4,7468906.0,7173726.0,92.3,88.5,Multifamily HR (10+),Multifamily Housing,126965.0,Other,15660.0,Retail Store,5594.0,854054,3207852,10518,Compliant,No Issue,2914032.0,1051842.0,337.6,2.3,POINT (-122.34044 47.61117),,CITY OF SEATTLE,,,,,
1121,21097,2020,BERGMAN'S LUGGAGE,NonResidential,1977201070,1907 3RD AVE,SEATTLE,WA,98101.0,47.61165,-122.34011,DOWNTOWN,7.0,1916,2,1,25920,25920,0,49.0,11.4,11.4,296196.0,296196.0,32.0,32.0,Retail Store,Retail Store,25920.0,,,,,86810,0,0,Compliant,No Issue,296196.0,0.0,1.6,0.1,POINT (-122.34011 47.61165),,BARNES BROOKE A,,,,,
1122,21098,2020,MARQ 211 (THE LENORA APTS),Multifamily MR (5-9),1977201090,211 LENORA ST,SEATTLE,WA,98121.0,47.61246,-122.34239,DOWNTOWN,7.0,1999,6,1,139650,99450,40200,71.0,47.6,46.8,4738600.0,4650686.0,92.1,91.2,Multifamily MR (5-9),Multifamily Housing,91880.0,Parking,40200.0,Retail Store,7570.0,701469,0,22573,Compliant,No Issue,2393414.0,2257272.0,132.6,1.3,POINT (-122.34239 47.61246),,FG92 LENORA LLC+CWS LENORA LP,,,,,
1123,21102,2020,SWIFTY PRINTING,NonResidential,1977201135,2001 3RD AVE,SEATTLE,WA,98121.0,47.61236,-122.34144,DOWNTOWN,7.0,1919,2,1,25920,25920,0,97.0,21.3,21.0,826254.0,818131.0,53.1,52.9,Retail Store,Retail Store,38880.0,,,,,200462,0,1342,Compliant,No Issue,683975.0,134156.0,10.8,0.4,POINT (-122.34144 47.61236),,NIKFARD BIJAN+NIKFARD GEORGE+,,,,,
1124,21103,2020,THE PALLADIAN HOTEL,NonResidential,1977201140,2000 2ND AVE,SEATTLE,WA,98121.0,47.61203,-122.34165,DOWNTOWN,7.0,1910,8,1,61721,61721,0,95.0,36.8,36.4,2039173.0,2020933.0,95.9,95.2,Hotel,Hotel,55457.0,,,,,528996,0,2160,Compliant,No Issue,1804935.0,215999.0,21.1,0.3,POINT (-122.34165 47.61203),GEM Real Estate Partners,PALLADIAN HOTEL LLC,604 281 143,"['GEM REAL ESTATE PARTNERS, LLC']","2000 2ND AVE, SEATTLE, WA, 98121-2234, UNITED STATES",PALLADIAN HOTEL LLC,"TRUSTEE AND CORPORATE SERVICES, INC."
1125,21104,2020,CASTLE APTS,Multifamily MR (5-9),1977201145,2132 2ND AVE,SEATTLE,WA,98121.0,47.61334,-122.34394,DOWNTOWN,7.0,1918,5,1,32760,32760,0,95.0,40.3,39.5,1321156.0,1292525.0,79.9,77.8,Multifamily MR (5-9),Multifamily Housing,32760.0,,,,,199381,0,6122,Compliant,No Issue,680288.0,612237.0,36.1,1.1,POINT (-122.34394 47.61334),Milestone Properties,CASTLE LLC,604 019 399,['MILESTONE MANAGERS LLC'],"801 2ND AVE STE 700, SEATTLE, WA, 98104-1573, UNITED STATES",CASTLE LLC,"TRUSTEE AND CORPORATE SERVICES, INC."
1126,21106,2020,SIMONS SENIOR APTS,Multifamily MR (5-9),1977201155,2121 3RD AVE,SEATTLE,WA,98121.0,47.61351,-122.34312,DOWNTOWN,7.0,2007,6,1,96980,96980,0,44.0,59.8,58.9,5009032.0,4932334.0,113.2,112.3,Multifamily MR (5-9),Multifamily Housing,66527.0,Office,17178.0,,,706652,0,25212,Compliant,No Issue,2411097.0,2521237.0,146.7,1.5,POINT (-122.34312 47.61351),Plymouth Housing,PLYMOUTH HOUSING GROUP,600 471 736,['BEN STRAUGHAN' 'CHUCK RILEY' 'LAINEY SICKINGER' 'LAURA BACHMAN'],"2113 3RD AVE, SEATTLE, WA, 98121-2321, UNITED STATES",PLYMOUTH HOUSING GROUP,
1127,21108,2020,BELLTOWN CENTER,NonResidential,1977201181,2106 2ND AVE,SEATTLE,WA,98121.0,47.61297,-122.34324,DOWNTOWN,7.0,1919,2,1,25920,25920,0,52.0,88.8,85.9,2131785.0,2060416.0,171.6,168.5,Office,Office,23995.0,,,,,314665,0,9868,Compliant,No Issue,1073638.0,986778.0,58.1,2.2,POINT (-122.34324 47.61297),,STATE OF WASHINGTON,,,,,
1128,21110,2020,STRATFORD ON FOURTH,Multifamily MR (5-9),1977201230,2021 4TH AVE,SEATTLE,WA,98121.0,47.61328,-122.34106,DOWNTOWN,7.0,1915,5,1,32460,32460,0,89.0,68.4,66.3,2221549.0,2152469.0,95.5,93.3,Multifamily MR (5-9),Multifamily Housing,32460.0,,,,,128613,0,17136,Compliant,No Issue,438827.0,1713642.0,93.3,2.9,POINT (-122.34106 47.61328),,XERAD LLC,,,,,
1184,21261,2020,RIVOLI APTS,Multifamily LR (1-4),1977200695,2127 2ND AVE,SEATTLE,WA,98121.0,47.61294,-122.3441,DOWNTOWN,7.0,1910,3,1,35520,35520,0,99.0,29.5,28.7,1032649.0,1005844.0,54.0,52.8,Multifamily LR (1-4),Multifamily Housing,25000.0,Retail Store,10000.0,,,132843,0,5526,Compliant,No Issue,453261.0,552583.0,31.8,0.9,POINT (-122.3441 47.61294),,CRITICAL VENTURES HOUSING PS,,,,,
1185,21262,2020,EL REY TRANSISTIONAL HOUSING,NonResidential,1977200720,2119 2ND AVE,SEATTLE,WA,98121.0,47.61283,-122.34392,DOWNTOWN,7.0,1909,4,1,29796,29796,0,,87.2,84.4,2596863.0,2514062.0,135.8,132.9,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,29796.0,,,,,221038,0,17599,Compliant,No Issue,754181.0,1759881.0,97.5,3.3,POINT (-122.34392 47.61283),Sound,SOUND,601 097 364,['EDDIE PASATIEMPO' 'KATRINA EGNER' 'MEG TAYLOR' 'TOM BOLGER'],"6400 SOUTHCENTER BLVD, TUKWILA, WA, 98188-2547, UNITED STATES",SOUND,
1186,21265,2020,PATAGONIA RETAIL STORE,NonResidential,1977200735,106 LENORA ST,SEATTLE,WA,98121.0,47.6123,-122.34395,DOWNTOWN,7.0,1920,2,1,26400,26400,0,86.0,31.1,30.2,672006.0,654074.0,68.9,68.1,Retail Store,Retail Store,14428.0,Office,7200.0,Parking,2788.0,131567,0,2052,Compliant,No Issue,448907.0,205167.0,13.3,0.5,POINT (-122.34395 47.6123),,FIRST & LENORA MIX USE L L C,,,,,
1187,21266,2020,1ST & LENORA BUILDING,NonResidential,1977200855,2030 1ST AVE,SEATTLE,WA,98121.0,47.61185,-122.3434,DOWNTOWN,7.0,1918,3,1,38148,38148,0,,32.1,31.3,1165230.0,1137270.0,89.9,87.7,Office,Office,33705.0,Retail Store,2606.0,,,333315,0,0,Compliant,No Issue,1137270.0,0.0,6.0,0.2,POINT (-122.3434 47.61185),,PELOTON PROPERTES LLC,,,,,
1188,21269,2020,OXFORD APARTMENTS,Multifamily MR (5-9),1977200940,1920 1ST AVE,SEATTLE,WA,98101.0,47.61098,-122.34162,DOWNTOWN,7.0,1909,6,1,40950,40950,0,94.0,24.6,23.6,999748.0,959631.0,68.8,66.0,Multifamily MR (5-9),Hotel,35326.0,Retail Store,5380.0,,,281252,0,0,Not Compliant,Account Requires Verification,959630.0,0.0,5.1,0.1,POINT (-122.34162 47.61098),,FIRST & STEWART ASSOCIATION,,,,,
1201,21310,2020,HOTEL DILLER,NonResidential,1974700170,1216 1ST AVE,SEATTLE,WA,98101.0,47.60683,-122.33771,DOWNTOWN,7.0,1900,4,1,34680,34680,0,94.0,33.2,32.2,1152843.0,1117378.0,71.1,69.2,Retail Store,Retail Store,34680.0,,,,,205418,0,4165,Compliant,No Issue,700886.0,416492.0,25.8,0.7,POINT (-122.33771 47.60683),,BAYVIEW FARMS LLC,603 450 846,[' TOM DILLER TRUST' ' WILLIAM G DILLER REVOCABLE LIV'],"431 BUFFALO LANE, MESA, WA, 99343, UNITED STATES","BAYVIEW FARMS, LLC",WILLIAM DILLER
1202,21313,2020,PLYMOUTH CONG CHURCH,NonResidential,1975700006,1217 6TH AVE,SEATTLE,WA,98101.0,47.60867,-122.33265,DOWNTOWN,7.0,1968,3,1,75058,40548,34510,22.0,64.2,61.8,4819982.0,4636996.0,86.5,84.0,Worship Facility,Worship Facility,75058.0,,,,,240250,0,38173,Compliant,No Issue,819735.0,3817261.0,207.1,5.1,POINT (-122.33265 47.60867),,UNDEFINED,,,,,
1203,21314,2020,SIXTH AND PINE BUILDING,Multifamily HR (10+),1975700120,521 PINE ST,SEATTLE,WA,98101.0,47.61159,-122.33601,DOWNTOWN,7.0,1923,10,1,67560,67560,0,89.0,38.2,37.3,2582854.0,2521846.0,99.5,97.0,Multifamily HR (10+),Multifamily Housing,48576.0,Retail Store,12624.0,Office,6360.0,653510,0,2921,Compliant,No Issue,2229774.0,292071.0,27.4,0.4,POINT (-122.33601 47.61159),Center Seattle Managment LLC ,SIXTH & PINE BUILDING LLC,602 815 703,['CENTER SEATTLE MANGEMENT LLC'],"217 PINE ST, #500, SEATTLE, WA, 98101-1590, UNITED STATES",SIXTH & PINE BUILDING LLC,CHANG LAW GROUP PC
1204,21315,2020,1518 5TH AVE OFFICE,NonResidential,1975700135,1520 5TH AVE,SEATTLE,WA,98101.0,47.61119,-122.33581,DOWNTOWN,7.0,1903,3,1,40260,40260,0,,53.3,53.3,1459310.0,1459310.0,149.1,149.1,Office,Office,27400.0,,,,,427699,0,0,Compliant,No Issue,1459310.0,0.0,7.8,0.2,POINT (-122.33581 47.61119),Al Zarooni Group,ARZCO 1 INVESTMENT CORP,604 309 137,"['ABDULRAHIM AL ZAROONI' 'KEITH BURRELL' 'KHALID ABDULRAHIM AL ZAROONI'
 'MOHAMMED ABDULRAHIM AL ZAROONI' 'OBAID ABDULRAHIM AL ZAROONI']","8TH FLOOR GARHOUD VIEWS BUILDING, DEIRA, DUBAI, 00000, UNITED ARAB EMIRATES",ARZCO 1 INVESTMENT CORP.,"UNISEARCH, INC."
1205,21317,2020,COLISEUM BUILDING,NonResidential,1975700155,1506 5TH AVE,SEATTLE,WA,98101.0,47.61103,-122.33549,DOWNTOWN,7.0,1915,1,1,36504,36504,0,69.0,39.4,39.4,1438285.0,1438285.0,110.3,110.3,Retail Store,Retail Store,36504.0,,,,,421537,0,0,Compliant,No Issue,1438285.0,0.0,7.6,0.2,POINT (-122.33549 47.61103),Unknown,COLISEUM BUILDING LLC,602 676 313,"['AVION LAKESIDE REIT, LLC' 'LLC COLISEUM BUILDING REIT']","801 GRAND AVE, DES MOINES, IA, 50309, UNITED STATES","COLISEUM BUILDING, LLC",CORPORATION SERVICE COMPANY
1206,21318,2020,WESTLAKE PLACE,NonResidential,1975700195,1514 4TH AVE,SEATTLE,WA,98101.0,47.61091,-122.33667,DOWNTOWN,7.0,1907,6,1,35200,35200,0,70.0,32.9,32.9,1158363.0,1158363.0,92.1,92.1,Office,Office,35200.0,,,,,339497,0,0,Compliant,No Issue,1158363.0,0.0,6.2,0.2,POINT (-122.33667 47.61091),,CITY OF SEATTLE,,,,,
1207,21319,2020,IMPERIAL HOTEL BUILDING,NonResidential,1975700275,1408 4TH AVE,SEATTLE,WA,98101.0,47.60961,-122.33566,DOWNTOWN,7.0,1907,5,1,35840,35840,0,,20.6,19.7,714056.0,683780.0,40.9,39.9,Office,Office,27964.0,Retail Store,4653.0,Medical Office,2007.0,111352,0,3038,Compliant,No Issue,379934.0,303846.0,18.2,0.5,POINT (-122.33566 47.60961),Ann and Danny Schnitzer,4TH AVENUE BLDG LLC,604 065 660,['DANNY R SCHNITZER'],"11221 PACIFIC HWY SW, LAKEWOOD, WA, 98499-5170, UNITED STATES",4TH AVENUE BLDG LLC,
1208,21321,2020,Fifth and Union,NonResidential,1975700281,1401 5TH AVE,SEATTLE,WA,98101.0,47.60985,-122.33527,DOWNTOWN,7.0,1941,2,1,25920,25920,0,,,,,,,,Bank Branch,Bank Branch,23230.0,,,,,0,0,0,Not Compliant,Missing 2020 EUI or Electricity Data,0.0,0.0,0.0,0.0,POINT (-122.33527 47.60985),Masterworks Development subsidiary Devonshire Arch Associates,1405 FIFTH & UNION ASSOCIATES LLC,604 172 046,['DEVONSHIRE ARCH ASSOCIATES LIMITED PARTNERSHIP'],"4 BRYANT PARK, SUITE 502, NEW YORK, NY, 10018, UNITED STATES","1405 FIFTH AND UNION ASSOCIATES, LLC",CORPORATION SERVICE COMPANY
1209,21322,2020,FOURTH & UNION BUILDING/MEN'S WAREHOUSE,NonResidential,1975700290,1404 4TH AVE,SEATTLE,WA,98101.0,47.60952,-122.33558,DOWNTOWN,7.0,1928,4,1,30525,30525,0,17.0,102.5,99.9,2225701.0,2168162.0,231.9,228.7,Office,Office,15609.0,Retail Store,6104.0,,,432795,691464,0,Compliant,No Issue,1476698.0,0.0,65.2,2.1,POINT (-122.33558 47.60952),Matt Rosauer,4&U COMMERCIAL LLC,604 924 093,['MATT ROSAUER' 'SEAN K GRIFFEE'],"1505 5TH AVE STE 600, SEATTLE, WA, 98101-1678, UNITED STATES",4&U COMMERCIAL LLC,
1210,21325,2020,SECOND & PINE APTS,Multifamily MR (5-9),1975700420,211 PINE ST,SEATTLE,WA,98101.0,47.61029,-122.33932,DOWNTOWN,7.0,1910,7,1,42078,42078,0,88.0,35.5,34.8,1494793.0,1465717.0,74.5,72.8,Multifamily MR (5-9),Multifamily Housing,42078.0,,,,,255175,0,5951,Compliant,No Issue,870658.0,595059.0,36.2,0.9,POINT (-122.33932 47.61029),Breier-Scheetz Properties,BREIER SCHEETZ PROPERTIES LLC,602 352 042,"['ELIZABETH VON DOEMMING' 'FREDERICK SCHEETZ' 'NICHOLAS SCHEETZ'
 'RAYMOND SCHEETZ']","464 12TH AVE, SUITE 201, SEATTLE, WA, 98122-7050, UNITED STATES",BREIER-SCHEETZ PROPERTIES L.L.C.,FREDRICK B SCHEETZ
1211,21326,2020,GLEN HOTEL APARTMENTS,Multifamily LR (1-4),1975700511,1413 3RD AVE,SEATTLE,WA,98101.0,47.60906,-122.33757,DOWNTOWN,7.0,1907,3,1,27250,27250,0,65.0,46.4,44.7,1390707.0,1339931.0,83.4,81.0,Multifamily LR (1-4),Multifamily Housing,30000.0,,,,,171320,0,7554,Compliant,No Issue,584542.0,755389.0,43.2,1.6,POINT (-122.33757 47.60906),,GLEN HOTEL LIMITED PARTNRSHP,,,,,
1254,21482,2020,PIKE PLACE - CORNER MARKET,Campus,1976200230,1505 1ST AVE,SEATTLE,WA,98101.0,47.60895,-122.34052,DOWNTOWN,7.0,1912,2,1,25380,25380,0,,146.3,146.3,3714354.0,3714354.0,287.0,287.0,Restaurant,Restaurant,17114.0,Food Sales,6426.0,Office,1840.0,566601,0,17811,Compliant,No Issue,1933242.0,1781113.0,104.9,4.1,POINT (-122.34052 47.60895),,UNDEFINED,,,,,
1264,21464,2020,PNB PHELPS CENTER - SEATTLE CENTER,Nonresidential COS,1988200250,515 2ND AVE,SEATTLE,WA,98104.0,47.60192,-122.33282,DOWNTOWN,7.0,1966,1,1,49680,49680,0,,22.3,22.3,1108482.0,1108482.0,57.8,57.8,Performing Arts,Performing Arts,49680.0,,,,,282993,124750,0,Compliant,No Issue,965572.0,0.0,15.5,0.3,POINT (-122.33282 47.60192),,UNDEFINED,,,,,
1265,21465,2020,PLAYHOUSE - SEATTLE CENTER,Nonresidential COS,1988200440,501 3RD AVE,SEATTLE,WA,98104.0,47.60219,-122.3313,DOWNTOWN,7.0,1962,1,1,36314,36314,0,,93.5,91.0,3394956.0,3305753.0,140.0,137.1,Other,Other,36314.0,,,,,192344,2365180,2585,Compliant,No Issue,656276.0,258507.0,213.5,5.9,POINT (-122.3313 47.60219),,UNDEFINED,,,,,
1266,21468,2020,SHOWBOX BUILDING,NonResidential,1975700560,1412 1ST AVE,SEATTLE,WA,98101.0,47.60849,-122.33924,DOWNTOWN,7.0,1916,2,1,25920,25920,0,,26.2,26.2,531120.0,531120.0,73.5,73.5,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,11888.0,Restaurant,6249.0,Retail Store,2109.0,155662,0,0,Compliant,No Issue,531120.0,0.0,2.8,0.1,POINT (-122.33924 47.60849),,1426 FIRST AVENUE L L C,,,,,
1267,21469,2020,DOYLE BUILDING,NonResidential,1975700605,117 PINE ST,SEATTLE,WA,98101.0,47.60994,-122.33997,DOWNTOWN,7.0,1919,4,1,47686,47686,0,76.0,49.4,48.0,1679837.0,1631523.0,105.4,103.7,Office,Office,25500.0,Retail Store,8500.0,,,286800,652960,0,Compliant,No Issue,978563.0,0.0,59.4,1.2,POINT (-122.33997 47.60994),Fana Group,FANA DOYLE LLC,603 228 327,[' FANA PROPERTIES LLC' 'JOHN POWERS' 'MICHAEL CHASE'],"10655 NE 4TH ST STE 700, BELLEVUE, WA, 98004-5039, UNITED STATES",FANA DOYLE LLC,MICHAEL W CHASE
1268,21471,2020,STATE HOTEL,NonResidential,1975700645,1501 2ND AVE,SEATTLE,WA,98101.0,47.60943,-122.33936,DOWNTOWN,7.0,1904,8,1,44928,44928,0,,,,,,,,,,,,,,,0,0,0,Not Compliant,Portfolio Manager Account Not Shared,0.0,0.0,0.0,0.0,POINT (-122.33936 47.60943),Douglaston Development,1921 27 FIFTH AVENUE HOLDINGS LLC,604 468 245,"['JELB SEATTLE, LLC']","7 PENN PLAZA, NEW YORK, NY, 10001, UNITED STATES","1921-27 FIFTH AVENUE HOLDINGS, LLC",FIKSO KRETSCHMER SMITH DIXON ORMSETH PS
1269,21474,2020,Seven Seas Building (Formerly Lusty Lady),NonResidential,1976200060,1315 1ST AVE,SEATTLE,WA,98101.0,47.60711,-122.33886,DOWNTOWN,7.0,1900,3,1,24880,24880,0,,,,,,,,Retail Store,Retail Store,24880.0,,,,,0,0,0,Compliant,No Issue,,,,,POINT (-122.33886 47.60711),,STATE OF WASHINGTON,,,,,
1270,21476,2020,HARBOR STEPS NE SITE,Multifamily HR (10+),1976200075,1221 1ST AVE,SEATTLE,WA,98101.0,47.60635,-122.33817,DOWNTOWN,7.0,2000,28,1,1256335,970647,285688,71.0,46.0,44.9,44617480.0,43593392.0,103.2,100.8,Multifamily HR (10+),Multifamily Housing,871459.0,Parking,285688.0,Retail Store,50213.0,8726005,0,138203,Compliant,No Issue,29773129.0,13820264.0,892.3,0.9,POINT (-122.33817 47.60635),Equity Residential,EQR-HARBOR STEPS LLC,602 519 982,"['EQR-HARBOR STEPS MEMBER, L.L.C.']","TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES","EQR-HARBOR STEPS, L.L.C.",C T CORPORATION SYSTEM
1271,21478,2020,PIKE PLACE - ECONOMY MARKET,Campus,1976200105,1401 1ST AVE,SEATTLE,WA,98101.0,47.60805,-122.33978,DOWNTOWN,7.0,1900,2,1,49280,49280,0,,87.7,87.7,4321208.0,4321208.0,203.9,203.9,Mixed Use Property,Retail Store,22950.0,Restaurant,10103.0,Food Sales,6925.0,923324,0,11660,Compliant,No Issue,3150380.0,1165977.0,78.7,1.6,POINT (-122.33978 47.60805),,UNDEFINED,,,,,
1272,21479,2020,POST ALLEY COURT - APTS,Multifamily MR (5-9),1976200140,1408 WESTERN AVE,SEATTLE,WA,98101.0,47.6078,-122.34014,DOWNTOWN,7.0,1989,8,1,42765,42765,0,90.0,34.2,33.2,1461864.0,1419469.0,95.7,92.9,Multifamily MR (5-9),Multifamily Housing,42765.0,,,,,416023,0,0,Compliant,No Issue,1419469.0,0.0,7.5,0.2,POINT (-122.34014 47.6078),Greystar Real Estate Partners,POST ALLEY COURT APARTMENTS NW LLC,602 313 631,['PACIFIC INSURANCE INVESTMENT COMPANY'],"7820 SW WILLOWMERE DR, PORTLAND, OR, 97225-1251, UNITED STATES",POST ALLEY COURT APARTMENTS NW LLC,"SW&W REGISTERED AGENTS, INC."
1273,21480,2020,MARKETSIDE FLATS APTS,Multifamily LR (1-4),1976200160,84 UNION ST,SEATTLE,WA,98101.0,47.60763,-122.34005,DOWNTOWN,7.0,1915,4,1,31578,31578,0,49.0,58.5,58.5,1695787.0,1695787.0,103.4,103.4,Multifamily LR (1-4),Multifamily Housing,20627.0,Office,8343.0,,,190657,492230,5530,Compliant,No Issue,650521.0,553036.0,73.7,2.3,POINT (-122.34005 47.60763),,SMRE MARKETSIDE LLC,603 220 361,[' SMRE HARBOR HOLDINGS LLC'],"411 W PUTNAM AVE, STE 450, GREENWICH, CT, 06830-6290, UNITED STATES",SMRE MARKETSIDE LLC,CORPORATION SERVICE COMPANY
1274,21481,2020,SANITARY MARKET - MASTER CAMPUS FOR PIKE PLACE MARKET,Campus,1976200210,1513 1ST AVE,SEATTLE,WA,98101.0,47.60918,-122.34079,DOWNTOWN,7.0,1942,4,1,45500,45500,0,,63.8,63.8,2830014.0,2830014.0,178.7,178.7,Multifamily Housing,Multifamily Housing,22669.0,Retail Store,10455.0,Restaurant,3668.0,829430,0,0,Compliant,No Issue,2830015.0,0.0,15.0,0.3,POINT (-122.34079 47.60918),,PIKE PLACE MARKET PRESERVATION,,,,,
1275,21483,2020,MADORE BUILDING,NonResidential,1976200300,1501 WESTERN AVE,SEATTLE,WA,98101.0,47.60836,-122.34157,DOWNTOWN,7.0,1915,6,1,40715,40715,0,86.0,35.1,34.3,1430243.0,1397384.0,92.6,90.3,Office,Office,24808.0,Retail Store,13419.0,Non-Refrigerated Warehouse,2488.0,370260,0,1341,Compliant,No Issue,1263326.0,134057.0,13.8,0.3,POINT (-122.34157 47.60836),,INTER CO-OP USA NOT 7 ASSOCIATES PARTNERSHIP,,,,,
1277,21486,2020,1ST & PINE,Multifamily MR (5-9),1977200030,104 PINE ST,SEATTLE,WA,98101.0,47.61012,-122.34073,DOWNTOWN,7.0,1909,6,1,51578,51578,0,,29.5,28.7,1523338.0,1481669.0,64.3,62.3,Multifamily MR (5-9),Multifamily Housing,44474.0,Retail Store,7104.0,,,277501,0,5348,Compliant,No Issue,946834.0,534835.0,33.4,0.6,POINT (-122.34073 47.61012),Brad Management,1ST & PINE PROPERTY OWNER LLC,604 172 196,['JERRY WISE'],"12100 OLYMPIC BLVD. #350, LOS ANGELES, CA, 90064, UNITED STATES",1ST AND PINE PROPERTY OWNER LLC,PARACORP INCORPORATED
1278,21487,2020,ELLIOTT POINTE APTS,Multifamily MR (5-9),1977200185,2226 ELLIOTT AVE,SEATTLE,WA,98121.0,47.61205,-122.34738,DOWNTOWN,7.0,1994,6,1,97517,64826,32691,,31.1,30.5,2013988.0,1980348.0,87.0,85.5,Multifamily MR (5-9),Multifamily Housing,62475.0,Parking,32691.0,Retail Store,2351.0,580407,0,1610,Compliant,No Issue,1980348.0,161028.0,19.1,0.3,POINT (-122.34738 47.61205),,ELLIOTT POINTE LLC,,,,,
1279,21488,2020,ELLIOTT COURT,NonResidential,1977200245,2107 ELLIOTT AVE,SEATTLE,WA,98121.0,47.61113,-122.34556,DOWNTOWN,7.0,1990,4,1,82065,47265,34800,98.0,29.4,29.0,1219572.0,1206334.0,82.2,81.3,Mixed Use Property,Parking,36036.0,Office,27594.0,Retail Store,13945.0,353556,0,0,Compliant,No Issue,1206334.0,0.0,6.4,0.1,POINT (-122.34556 47.61113),,ELLIOTT COURT LLC,,,,,
