,Owner,BuildingsOwned,TotalSquareFootage,TotalGHGEmissions__metric_tons_,TotalElectricity_kBtu_,TotalSteamUse_kBtu,TotalNaturalGas_kBtu,TotalOtherFuelUse_kBtu,AverageGHGEmissionsIntensity,AverageSiteEUI_kBtu_sf,AverageSourceEUI_kBtu_sf,AverageENERGYSTARScore
1550,PANORAMA SEATTLE III LLC,1,225423,535,2978148,0,9783628,0,2.4,56.6,82.6,95.0
1551,SIXTH & PINE BUILDING LLC,1,67560,27,2229774,0,292071,0,0.4,37.3,97.0,89.0
1552,CAMBRIDGE LLLP,1,90920,212,1786114,0,3828516,0,2.3,56.1,90.2,87.0
1553,T-C ASPIRA LLC,1,371539,249,8993998,0,3797352,0,0.7,32.6,74.4,89.0
1554,1201 SUMMIT LLC,1,72128,96,2120565,0,1608652,0,1.3,53.2,108.8,89.0
1555,POST ALLEY COURT APARTMENTS NW LLC,1,42765,7,1419469,0,0,0,0.2,33.2,92.9,90.0
1556,1ST & PINE PROPERTY OWNER LLC,1,51578,33,946834,0,534835,0,0.6,28.7,62.3,
1557,WEST CRESCENT ADVISORS GALER LLC,1,33176,28,546113,0,474430,0,0.8,30.8,61.1,93.0
1558,SLU-199 BLAINE LLC,1,116191,499,12179741,0,8185093,0,4.3,173.2,363.2,
1559,ARE EASTLAKE AVENUE NO 3 LLC,1,167988,1170,29139002,0,19114072,0,7.0,287.2,605.1,
1560,ANGELCREST PROPERTY L L C,1,20642,0,0,0,0,0,0.0,,,
1561,HACIENDA INVESTMENTS 2020 LLC,1,24325,0,0,0,0,0,0.0,,,
1562,ST. MARK'S PROPERTIES LLC,1,45960,160,505768,0,2973249,0,3.5,75.7,98.7,36.0
1563,SLU 1208 EASTLAKE LLC,1,109749,303,0,0,5704316,0,2.8,,,
1564,SLU 1201 EASTLAKE LLC,1,106003,317,9143321,0,5063965,0,3.0,132.2,287.6,
1565,ARE-SEATTLE NO 14 LLC,1,27640,19,3619388,0,0,0,0.7,129.3,362.1,
1566,ANNE CRIPPEN MICHELSON LLC,1,36000,8,501726,0,101229,0,0.2,16.7,42.0,95.0
1567,BARNARD FAMILY LIMITED PARTNERSHIP,1,34110,11,2136383,0,0,0,0.3,62.6,175.4,50.0
1568,2345 EASTLAKE L L C,1,35224,7,1406974,0,0,0,0.2,41.7,116.9,86.0
1569,AREIS GROUP LLC,1,32297,7,1392264,0,0,0,0.2,27.7,77.5,84.0
1570,BSOP1 LLC,1,44860,54,2552150,0,762867,0,1.2,73.9,177.2,60.0
1571,PIKE PLACE MARKET PRESERVATION & DEVELOPMENT AUTHORITY,1,70850,96,2496129,0,1559844,0,1.4,57.2,121.8,
1572,R D MERRILL AT FAIRVIEW LLC,1,36959,13,2516158,0,0,0,0.4,68.1,190.6,29.0
1573,BLAKE/EASTLAKE LLC,1,25558,12,629849,0,169617,0,0.5,27.2,66.1,76.0
1574,ARE SEATTLE NO 11 LLC,1,120200,311,19746141,0,3881374,0,2.6,201.1,505.2,4.0
1575,1426 FIRST AVENUE L L C,1,25920,2,531120,0,0,0,0.1,26.2,73.5,
1576,NORTH BLOCK SPRING STREET DEVELOPMENT LLC,1,38038,37,592760,409729,0,0,1.0,28.1,60.2,
1577,SCD 2U LLC,1,102761,215,2613508,2154491,423281,0,2.1,50.5,100.8,
1578,THC-SEATTLE INC,1,49243,84,7365826,0,855415,0,1.7,157.2,411.6,
1579,1915 3RD AVE LP,1,46580,4,835496,0,0,0,0.1,17.9,50.2,
1580,1 BOND TOWER LLC,1,93660,3,560003,0,0,0,0.0,6.0,16.7,
1581,JJ&G CAMLIN LLC,1,68131,76,1445521,0,1298588,0,1.1,51.0,100.6,76.0
1582,PINE & MINOR APARTMENTS LLC,1,85772,63,1993360,0,1000515,0,0.7,33.3,73.9,96.0
1583,TW FAIRMOUNT PARTNERS L P,1,39528,4,797848,0,0,0,0.1,23.7,66.3,64.0
1584,LANDES 84 LLC,1,69997,71,1571325,0,1196216,0,1.0,39.5,80.8,96.0
1585,ZINDORF 7 TH AVENUE LLC,1,30985,5,1078230,0,0,0,0.2,33.9,94.8,97.0
1586,WESTLAKE II HOUSING LLC,1,27397,7,1407148,0,0,0,0.3,69.2,193.7,38.0
1587,WASHINGTON BUILDERS LLC,1,260262,890,27922068,0,13962033,0,3.4,153.8,340.8,
1588,4 & 9 TWENTY-FIVE LLC,1,25920,15,684773,0,215410,0,0.6,34.7,82.7,
1589,CITY INVESTORS XXII LLC,1,28800,13,129854,0,232025,0,0.5,12.6,21.1,
1590,DOUBLEUP LLC,1,89191,455,10681594,0,7505291,0,5.1,203.9,423.7,
1591,NBINV AP2 LLC,1,53464,42,7974526,0,0,0,0.8,149.2,417.6,
1592,BMR WESTLAKE LLC,1,109046,593,17560759,0,9417397,0,5.4,230.3,504.2,
1593,SEATTLE CANCER CARE ALLIANCE,1,26634,8,1628823,0,0,0,0.3,61.2,171.2,60.0
1594,CHIN FAMILY LIMITED PARTNERSHI,1,39212,0,0,0,0,0,0.0,,,
1595,1255 WESTLAKE LLC,1,27144,0,0,0,0,0,0.0,,,
1596,MIRABELLA,1,652358,1021,12850036,0,17937086,0,1.6,42.4,75.5,65.0
1597,ALPHA Z SEATTLE OFFICE 1 LLC,1,40000,0,0,0,0,0,0.0,,,
1598,CCP QUEEN ANNE 0462 LLC,1,46539,73,1979464,0,1181824,0,1.6,67.9,145.8,97.0
1599,1515 DEXTER LLC,1,30408,4,762214,0,0,0,0.1,30.5,85.4,95.0
1600,CHINA SUN INC,1,34072,183,2071650,0,3242732,0,5.4,156.0,270.2,
1601,1001 FAIRVIEW LLC,1,26519,111,2113541,0,1884210,0,4.2,150.8,297.8,
1602,CITY INVESTORS XII L L C,1,225581,1707,37437965,0,28404272,0,7.6,195.2,399.2,
1603,KR 401 TERRY L L C,1,176171,1005,25825309,0,16342505,0,5.7,239.4,507.9,
1604,URG 960 REUBLICAN LLC,1,60375,284,7399744,0,4619191,0,4.7,199.1,423.5,
1605,RECREATIONAL EQUIPMENT INC,1,104014,118,5320506,0,1697100,0,1.1,71.0,168.7,
1606,ARE SEATTLE NO 45 OWNER LLC,1,293826,1126,23834052,0,18824233,0,3.8,147.0,298.2,30.0
1607,RF URBANSEA TIC LLC +URBAN UNION STAR LLC,1,292590,65,9483149,0,279192,0,0.2,33.4,91.9,92.0
1608,400 FAIRVIEW AVE LLC,1,339038,293,12181154,0,4297384,0,0.9,42.5,99.6,89.0
1609,BRE BMR 1101 WESTLAKE LLC,1,155815,102,8826301,0,1048932,0,0.7,61.6,160.9,71.0
1610,RF SIDNEYSEA TIC LLC +BRAZIL 7STAR LLC,1,317189,125,10410394,0,1319979,0,0.4,34.2,89.0,91.0
1611,USQ PHASE EIGHT LLC,1,317442,148,9647771,0,1823426,0,0.5,33.6,84.6,91.0
1612,CR DEXTER STATION LLC,1,345992,121,15708841,0,720365,0,0.4,45.6,124.2,89.0
1613,UNION INVESTMENT REAL ESTATE GMBH,1,414200,164,13774623,0,1725861,0,0.4,36.3,94.5,88.0
1614,1725 WESTLAKE INVESTMENTS LLC,1,30109,22,1169049,0,305615,0,0.7,53.8,131.2,51.0
1615,HP HOTEL LLC,1,166915,158,4590310,0,2521081,0,0.9,42.1,91.7,
1616,GI TC SEATTLE LLC,1,309695,709,129155774,0,417207,0,2.3,358.9,1002.9,
1617,UNION BAY INVESTORS,1,23355,3,740443,0,0,0,0.2,33.8,94.6,75.0
1618,SI XIX LLC,1,194919,31,5923109,0,116,0,0.2,38.1,106.6,82.0
1619,EDGECLIFF PARTNERS L L C,1,23120,27,274282,0,485019,0,1.2,32.8,55.2,94.0
1620,TIKI APARTMENT INVESTMENTS L L,1,25596,2,541876,0,0,0,0.1,21.2,59.3,95.0
1621,MONTANITA ASSOCIATES L L C,1,21234,26,383798,0,462570,0,1.3,39.9,73.5,80.0
1622,900 QUEEN ANNE LLC,1,35178,58,357433,0,1065801,0,1.7,34.2,50.9,91.0
1623,BLUEPRINT VAL ANNE LLC,1,36732,4,798640,0,0,0,0.1,23.5,65.7,95.0
1624,JENSEN BLOCK APARTMENTS LLC,1,29970,28,14210,0,526313,0,0.9,18.0,19.8,
1625,CITY PLACE IV L L C,1,24000,26,376769,0,456110,0,1.1,34.7,63.9,95.0
1626,CARLTON-ALLENTOWN LLC+QUEEN G LLC,1,23837,15,580984,0,235279,0,0.7,34.2,78.6,77.0
1627,HENDRIX 419 LLC,1,43712,81,408533,0,1484481,0,1.9,43.3,61.8,
1628,CASA MILANO LLC,1,22177,2,477172,0,0,0,0.1,21.5,60.2,91.0
1629,UBER BRIAN D JR,1,26250,55,269065,0,1017018,0,2.1,49.0,69.4,81.0
1630,2145 DEXTER AVE N LLC,1,20594,3,573812,0,0,0,0.1,25.0,69.9,74.0
1631,MGRE 105 MERCER LLC,1,32908,0,0,0,0,0,0.0,,,
1632,KUMA INVESTMENTS LLC,1,20712,39,177637,0,730126,0,1.9,43.8,61.0,91.0
1633,ROLLINS MATTHEW,1,25800,21,520903,0,356091,0,0.8,34.0,71.0,89.0
1634,419 QUEEN ANNE AVENUE LLC,1,22200,11,343130,0,178879,0,0.5,23.5,51.7,94.0
1635,BALACLAVA HOLDINGS INC,1,153006,21,4050331,0,0,0,0.1,31.1,87.1,84.0
1636,SEDRA LLC +TDES 34791 LLC,1,30661,3,712024,0,0,0,0.1,23.2,65.0,86.0
1637,GALER CREST APARTMENTS LLC,1,32738,66,339282,0,1216687,0,2.0,41.0,58.7,
1638,GREENWICH APTS LLC,1,28284,78,309644,0,1454676,0,2.8,50.3,68.3,86.0
1639,PARK CSH LLC,1,26044,31,544639,0,537990,0,1.2,41.6,80.2,71.0
1640,RAR2 QUEEN ANNE-EDEN HILL QRS L L C C/O RREEF AMERICA L L C,1,51203,74,1937786,0,1206682,0,1.5,71.1,151.4,46.0
1641,RAR2 QUEEN ANNE-SWEETBRIER QRS L L C C/O RREEF AMERICA L L C,1,52763,28,1203288,0,423333,0,0.5,29.8,69.8,96.0
1642,CSH QUEEN ANNE LLC,1,61802,75,2802859,0,1141719,0,1.2,63.8,146.4,69.0
1643,CAROCOURT L L C,1,56652,51,642714,0,902889,0,0.9,27.3,48.5,99.0
1644,1145 REPUBLICAN ST WA OWNER LLC,1,444695,225,8592607,0,3381012,0,0.5,51.2,118.1,48.0
1645,PONTE GADEA KIARA LLC,1,526520,396,14747609,0,5984303,0,0.8,33.1,75.9,71.0
1646,TEMPERATE PARADISE PROPERTIES LLC,1,30840,125,2178328,0,2140595,0,4.1,141.9,274.3,16.0
1647,224 WAN LLC,1,35780,10,1977861,0,0,0,0.3,64.7,181.2,64.0
1648,HARBORVIEW INVESTMENT LTD,1,45564,113,607229,0,2068940,0,2.5,58.7,85.0,80.0
1649,LAKE UNION SILVER CLOUD INN L,1,93920,148,2894612,0,2514736,0,1.6,57.6,114.4,94.0
1650,425 QUEEN ANNE LLC,1,81560,93,1880658,0,1564578,0,1.1,42.2,84.7,96.0
1651,APPLE NINE SEATTLE FEE OWNER INC,1,238097,434,7571382,0,7417559,0,1.8,62.8,121.4,87.0
1652,PFHC-601 ROY LLC,1,78051,33,1233903,0,514021,0,0.4,22.4,51.2,100.0
1653,SEQUIM LODGING CORPORATION,1,88100,27,1590458,0,352899,0,0.3,22.0,54.5,100.0
1654,RAINIER HOSPITALITY LLC,1,115718,134,3543236,0,2167461,0,1.2,49.4,105.4,95.0
1655,BURKHEIMER FAMILY L L C,1,23260,46,746682,0,802619,0,2.0,66.6,126.1,
1656,5901 FOURTH LLC,1,26660,11,2127342,0,0,0,0.4,79.8,223.4,
1657,6600 URSULA SO L L C C/O LOREN MAJERES,1,22800,70,466329,0,1289091,0,3.1,77.0,116.6,
1658,MVI 7TH AVENUE LLC,1,43380,2,371283,0,0,0,0.0,8.7,24.3,88.0
1659,LAN FAMILY LLC,1,35046,26,868924,0,407666,0,0.7,39.2,87.9,39.0
1660,DAE II L L C,1,23232,12,2317021,0,0,0,0.5,99.7,279.3,1.0
1661,BOYER TOWING INC,1,23400,1,298380,0,0,0,0.1,12.8,35.7,84.0
1662,CUSHMAN DEBRA,1,42420,43,380304,0,770696,0,1.0,27.1,44.2,40.0
1663,CEDAR HEIGHTS PTNSHP LLP,1,28032,48,332387,0,869942,0,1.7,40.1,61.5,59.0
1664,FISHER FAMILY HOLDINGS LLC,1,21040,1,217546,0,0,0,0.1,,,
1665,HIRAO OTANI ENTERPRISES LLC,1,44476,21,731035,0,328873,0,0.5,25.7,58.0,26.0
1666,ESTATE OF REX C OTT +REX C,1,25000,21,428518,0,356832,0,0.8,31.4,63.0,
1667,650 SIW QOZB LLC,1,23296,23,530327,0,379578,0,1.0,38.8,80.2,
1668,GEORGETOWN PROFESSIONAL CENTER LLC,1,41895,22,556145,0,371649,0,0.5,23.1,48.5,67.0
1669,REAM FAMILY LIMITED PARTNERSHIP,1,22000,3,683421,0,0,0,0.2,31.1,87.0,21.0
1670,SCHARHON FAMILY LLC,1,31300,12,228534,0,218646,0,0.4,14.3,27.8,90.0
1671,JAC 9243 10TH AVENUE S LLC,1,22176,109,247335,0,2035568,0,4.9,102.9,127.6,8.0
1672,PNP PROPERTIES LLC,1,28920,65,235824,0,1210219,0,2.3,48.2,64.4,54.0
1673,ROBERT & SHIRLEY WILSON FAMILY L L C THE,1,35289,32,377890,0,567086,0,0.9,26.8,46.9,65.0
1674,SOUTHPARK LAND LLC,1,31600,77,1466332,0,1308043,0,2.4,87.8,173.4,3.0
1675,BASE PROPERTIES II LLC,1,28126,18,592105,0,293390,0,0.7,31.5,69.9,51.0
1676,615 SOUTH ALASKA LLC,1,21101,37,177794,0,680570,0,1.8,40.7,57.5,67.0
1677,PFHC-700 5TH AVE LLC,1,148022,55,2586671,0,793967,0,0.4,29.7,71.0,100.0
1678,WH CY SEATTLE HOTEL LLC,1,153315,22,4258869,0,0,0,0.1,30.1,84.2,100.0
1679,202 WESTLAKE OFFICE LLC,1,130710,54,6414608,0,385602,0,0.4,49.8,134.5,85.0
1680,THE MAXWELL PINEAPPLE LLC,1,90583,98,2913017,0,1566447,0,1.1,48.7,106.5,86.0
1681,WESTLAKE PROPERTY HOLDINGS LLC,1,38038,8,1637312,0,0,0,0.2,43.0,120.5,86.0
1682,MAGNOLIA PROPERTIES L L C,1,26176,52,682298,0,912372,0,2.0,67.2,120.9,58.0
1683,THE SALVATION ARMY,1,52908,7,1362885,0,0,0,0.1,25.8,72.1,98.0
1684,LMS SHIP CANAL TRAIL LLC +SHIP CANAL TRAIL SPE LLC,1,70296,13,2485555,0,0,0,0.2,35.4,99.0,
1685,DWF V WEST LAKE LLC,1,212533,95,11437546,0,644832,0,0.4,54.9,148.6,75.0
1686,UB PROPERTY L L C,1,96254,15,2845792,0,0,0,0.2,28.4,79.4,98.0
1687,SIC LAKE UNION BUILDING LLC +SIC LAKE UNION BUILDING II LLC,1,94002,27,5183749,0,0,0,0.3,52.6,147.3,77.0
1688,ASSOCIATED GENERAL CONTRACTORS,1,124721,292,5177983,0,4981279,0,2.3,81.5,158.2,72.0
1689,BLUME YALE LIMITED PARTNERSHIP,1,104500,25,4875673,0,0,0,0.2,45.8,128.2,96.0
1690,PEMCO MUTUAL INSURANCE COMPANY,1,91649,30,3682872,0,209343,0,0.3,42.5,114.9,77.0
1691,BLUME ROY BUILDING LLC,1,77953,18,3422932,0,0,0,0.2,43.9,122.9,82.0
1692,MCP ALLEY24 EAST LLC,1,211900,48,9067356,0,0,0,0.2,42.1,117.9,93.0
1693,GI TC LAKE UNION LLC,1,183578,40,7496034,0,12527,0,0.2,48.0,134.2,87.0
1694,GATES ARCHIVE LLC,1,65805,93,2117660,0,1545678,0,1.4,57.6,118.7,50.0
1695,EAST WEST INVESTMENT CO INC,1,58195,7,1469732,0,0,0,0.1,25.3,70.7,98.0
1696,WA HAZEL AND JOHNS LLC,1,70135,262,2284355,0,4720419,0,3.7,99.9,161.9,67.0
1697,H5 CAPITAL - SEATTLE REAL ESTATE II LLC,1,287819,270,48878060,0,189939,0,0.9,179.0,500.0,18.0
1698,SFIII FOS PONTIUS HOLDING LLC +SFIII PONTIUS LLC,1,73096,17,3249614,0,0,0,0.2,45.1,126.3,79.0
1699,ARE-SEATTLE NO 33 LLC,1,61800,13,2621235,0,0,0,0.2,44.5,124.7,40.0
1700,1144 EASTLAKE LLC,1,94472,20,3899360,0,0,0,0.2,47.5,133.0,81.0
1701,COLUMBIA WASHINGTON EASTLAKE OFFICE LLC,1,106465,63,8406793,0,345978,0,0.6,84.6,231.0,54.0
1702,CP IPERS SEATTLE LLC,1,71421,14,2673896,0,0,0,0.2,37.4,104.8,92.0
1703,BILL & MELINDA GATES FOUNDATION,1,616891,925,22221097,0,15202434,0,1.5,50.9,106.3,87.0
1704,MOHAI LEASING LLC,1,52690,238,3172864,0,4174799,0,4.5,139.5,251.8,
1705,TILDEN INVESTMENTS LLC,1,30720,70,720756,0,1263457,0,2.3,68.1,114.9,
1706,KOLL LAKE UNION ASSOC L P,1,527289,4524,60154140,0,79160244,0,8.6,259.9,469.4,
1707,JAYGEES HOLDINGS LTD,1,38520,41,1344043,0,651112,0,1.1,51.8,115.5,62.0
1708,BUNGALOWS AT QUEEN ANNE LLC,1,22113,0,0,0,0,0,,,,
1709,JERICO DENTAL INVESTMENTS LTD,1,51150,177,501010,0,3296191,0,3.5,78.6,100.7,56.0
1710,NORTHROP GLENN A,1,28766,16,562814,0,253112,0,0.6,28.4,64.0,
1711,BUCKLEY GROUP LLC,1,31455,88,311676,0,1629634,0,2.8,61.7,82.1,62.0
1712,ELIZABETH JAMES SENIOR HOUSING,1,40779,5,1047920,0,0,0,0.1,25.7,72.0,91.0
1713,ADELPHI LLC,1,25475,52,210479,0,975890,0,2.1,46.6,63.4,81.0
1714,BROADMOOR GOLF CLUB,1,31191,128,2625272,0,2161090,0,4.1,153.5,308.4,
1715,GREENLIND BUILDING LLC,1,21656,58,570390,0,1038730,0,2.7,74.3,124.1,
1716,SINGLETON FAMILY OF WASHINGTON L L C,1,21036,60,1080702,0,1032125,0,2.9,100.4,195.4,
1717,ASC MADISON LLC,1,72805,203,3997390,0,3427225,0,2.8,93.0,185.3,41.0
1718,HUNT JULIA ROSE,1,33430,0,0,0,0,0,0.0,,,
1719,HOLY NAMES ACADEMY,1,161514,231,2347737,0,4125871,0,1.4,44.0,74.1,79.0
1720,CITY INVESTORS XXX LLC,1,26300,83,915831,0,1470777,0,3.2,90.7,156.2,
1721,SPACE NEEDLE LLC,1,33971,155,5678087,0,2352037,0,4.6,236.4,540.7,
1722,NAUTICAL LANDING LLC,1,29498,61,2107642,0,940951,0,2.1,105.5,238.4,
1723,QUALITY FOOD CENTERS,1,45980,132,4766581,0,2007857,0,2.9,147.3,336.1,88.0
1724,FREMONT BRIDGE PARTNERS LLC,1,28309,0,0,0,0,0,0.0,,,
1725,403 DEXTER AVENUE NORTH GROUND OWNER LLC,1,77646,48,1899811,0,727982,0,0.6,44.1,102.0,80.0
1726,BELKORP ORION LLC,1,118637,18,2787481,0,63629,0,0.2,32.7,90.3,93.0
1727,JUNE APARTMENTS LLC,1,42000,6,1145311,0,0,0,0.1,27.3,76.4,97.0
1728,624 YALE OWNER LLC,1,214565,146,3816056,0,2383221,0,0.7,30.3,64.5,94.0
1729,1511 DEXTER LIMITED PS,1,52823,31,872918,0,500621,0,0.6,21.9,47.4,100.0
1730,HH SEATTLE LLC,1,114736,140,2666077,0,2368894,0,1.2,43.8,86.5,99.0
1731,CITY INVESTORS XXIV LLC,1,375032,131,6744381,0,1808472,0,0.4,22.8,55.4,100.0
1732,IRP CHROMA APARTMENTS LLC,1,122543,80,2451836,0,1269693,0,0.7,18.4,40.6,100.0
1733,219 1ST AVE N LLC,1,33114,19,560292,0,311951,0,0.6,26.3,57.3,100.0
1734,BPP HOLLAND MARINA SLU LLC,1,314421,220,8109853,0,3342349,0,0.7,36.4,83.4,91.0
1735,24 ETRURIA LLC,1,82484,54,1734554,0,844062,0,0.7,31.3,69.6,100.0
1736,EQR-MARK ON 8TH LLC,1,144267,84,1899589,0,1396459,0,0.6,22.8,47.0,100.0
1737,CLARENDON KS LLC (76.22%-INT)+CLARENDON RAY LLC (23.78%-INT) (TNTS IN CMN),1,67615,54,1473414,0,869145,0,0.8,34.6,74.5,97.0
1738,KW RADIUS LLC +LF RADIUS TIC LLC,1,168006,289,4231658,0,5022198,0,1.7,47.9,88.6,89.0
1739,ANHALT APARTMENT LLC,1,23293,5,1069882,0,0,0,0.2,34.9,97.8,48.0
1740,BROTHERTON-PLEAS,1,61715,7,1481848,0,0,0,0.1,33.0,92.4,73.0
1741,KAMI LP +MILKIE STUDIO INC +ET AL,1,112150,71,2206029,0,1123481,0,0.6,29.7,65.6,90.0
1742,RP-SEASONS APTS LLC,1,31682,5,978092,0,0,0,0.2,28.1,78.6,68.0
1743,SAFEWAY STORES 98 INC,1,44739,375,9217498,0,6138700,0,8.4,343.2,721.0,17.0
1744,VIRGINIA MASON MEDICAL CENTER % MARY ANNE OLMSTEAD,1,34074,283,3150506,0,5012753,0,8.3,246.9,425.9,
1745,EPIC PROPERTY MANAGEMENT L L C,1,27548,64,836868,0,1128758,0,2.3,70.9,127.2,35.0
1746,MULBERG CLIFFORD R+RUTH M,1,38430,16,1350995,0,175907,0,0.4,47.0,122.1,
1747,2200 BOSTON LLC,1,23359,2,539037,0,0,0,0.1,15.8,44.2,100.0
1748,WC SEATTLE VI SPE LLC,1,31600,28,663676,0,472556,0,0.9,36.0,74.5,99.0
1749,605 15TH AVENUE LLC,1,28431,22,759784,0,354691,0,0.8,40.9,91.8,64.0
1750,MERCER ST I LLC+MERCER II LLC+MERCER III LLC+MERCER IV LLC+MERCER V LLC,1,61558,22,1166263,0,308850,0,0.4,21.8,53.1,97.0
1751,WRIGHT ERIN L,1,20366,67,302804,0,1231415,0,3.3,75.3,105.1,
1752,WRP ASSOCIATES 19TH AVE LLC,1,27074,27,741779,0,449882,0,1.0,44.5,95.3,
1753,1608 EAST REPUBLICAN L L C,1,20064,61,160812,0,1135381,0,3.0,64.6,81.9,
1754,STARBOARD MADISON VIEW DST,1,31300,25,556527,0,427185,0,0.8,31.4,64.1,99.0
1755,MADISON GATE INVESTORS 2016 LLC,1,24415,3,702945,0,0,0,0.2,28.8,80.6,85.0
1756,LAKE COURT APARTMENTS L.L.C,1,46613,57,1305502,0,956602,0,1.2,65.3,134.5,
1757,MADISON PARK I LLP,1,27498,4,756326,0,0,0,0.1,27.5,77.0,86.0
1758,PARKSIDE LLC,1,29243,44,571283,0,775513,0,1.5,46.1,82.5,
1759,PARKSIDE LIMITED LIABILITY COMPANY,1,20736,2,493380,0,0,0,0.1,23.8,66.5,84.0
1760,MERCER TOWERS LTD LLC,1,20356,21,484860,0,356849,0,1.1,41.3,85.1,67.0
1761,MIHOLOVICH PROPERTIES L L C,1,21407,55,189812,0,1016118,0,2.6,56.3,74.7,66.0
1762,PENN HALL ASSOCIATES,1,20809,21,325532,0,367813,0,1.0,62.3,91.6,78.0
1763,RUTH COURT APARTMENTS LLC,1,62988,37,1057924,0,590758,0,0.6,26.2,56.9,96.0
1764,PGA LEGACY LLC,1,35874,51,507378,0,915517,0,1.4,26.1,43.7,100.0
1765,ANDREWS APARTMENTS LLC,1,20022,18,501502,0,305486,0,0.9,40.3,86.2,87.0
1766,ASTOR COURT LLC,1,25507,4,818521,0,0,0,0.2,32.1,89.9,35.0
1767,CAPITOL HILL HOUSING PROGRAM,1,20368,3,581081,0,0,0,0.2,28.5,79.9,84.0
1768,RM LITTLEFIELD LLC,1,22704,82,239825,0,1524966,0,3.6,77.7,100.1,41.0
1769,19TH AVENUE GARDEN COURT L L C,1,30716,4,827582,0,0,0,0.1,26.9,75.4,76.0
1770,APERTURE ON FIFTH AVE APARTMENTS LLC,1,67708,53,1848722,0,827054,0,0.8,39.5,89.3,
1771,RAR2 QUEEN ANNE - METRO MARKET QRS LLC,1,153949,133,5817446,0,1932094,0,0.9,52.6,124.3,82.0
1772,RIVET URBAN HOMES LLC+RIVET URBAN HOMES II LLC,1,114187,78,1989671,0,1274419,0,0.7,28.6,60.5,100.0
1773,TREA UNION AT SLU APRTMENTS LLC,1,259104,263,4835166,0,4478382,0,1.0,35.9,70.4,98.0
1774,229 QUEEN ANNE NORTH LLC,1,59352,9,1719784,0,0,0,0.2,33.9,94.9,
1775,SUMMIT AT LAKE UNION APARTMENTS II LLC,1,106146,21,3978307,0,0,0,0.2,30.2,84.6,95.0
1776,ACME WMR THE Q APARTMENT LLC,1,84138,170,1074414,0,3097379,0,2.0,49.6,74.4,92.0
1777,ALTHOFF FAMILY LP,1,25514,31,501831,0,540183,0,1.2,40.8,77.3,
1778,GDCV LOWER QUEEN ANNE LLC,1,72763,31,1989513,0,395003,0,0.4,32.8,82.2,98.0
1779,CHAMPION SLU PROPERTY LLC,1,62659,32,1582917,0,450559,0,0.5,35.9,86.7,
1780,BPP HOLLAND JUXT LLC,1,320844,258,5210356,0,4340094,0,0.8,30.8,61.8,99.0
1781,T-C UPTOWN APAPRTMENTS LLC,1,98262,13,2525193,0,0,0,0.1,30.5,85.0,91.0
1782,RAR2 QUEEN ANNE-SEVEN HILLS QRS LLC,1,74964,80,1384055,0,1369618,0,1.1,53.1,102.4,61.0
1783,QUEENS OAKS LLC,1,22331,15,391297,0,259826,0,0.7,29.2,61.3,96.0
1784,DELMONT APARTMENTS LLC,1,22344,22,192140,0,411028,0,1.0,27.0,43.4,
1785,TW BRIGHT STARS II LLC,1,22381,2,527436,0,0,0,0.1,23.6,66.0,
1786,TB 800 SECOND AVENUE LLC,1,25516,7,392086,0,108571,0,0.3,18.4,44.5,100.0
1787,ORION APARTMENTS LLC,1,21168,2,522529,0,0,0,0.1,24.7,69.1,69.0
1788,AQUA TERRACE LLC,1,22937,3,565666,0,0,0,0.1,24.7,69.1,91.0
1789,BEL-AIR L L C,1,21056,2,497521,0,0,0,0.1,23.6,66.2,93.0
1790,FIRST AND ROY LP,1,53280,104,576115,0,1902805,0,2.0,64.7,94.3,80.0
1791,VALI-HAI LIMITED PARTNERSHIP,1,43346,77,1843142,0,1264381,0,1.8,71.7,149.7,49.0
1792,GILBERT SEATTLE GROUP LLC,1,62251,31,998613,0,493576,0,0.5,23.6,52.4,
1793,CROSSPOINTE INVESTMENTS LLC,1,47081,6,1294067,0,0,0,0.1,19.7,55.2,88.0
1794,TOWNVUE HEIGHTS LLC,1,21602,15,416783,0,254511,0,0.7,31.1,66.4,89.0
1795,DEXTER HOUSE ASSOCIATES L L C,1,32615,2,451237,0,0,0,0.1,13.8,38.7,100.0
1796,ADAMS PAUL G,1,24696,20,428132,0,350472,0,0.8,31.5,63.4,96.0
1797,100 ALOHA LP,1,43172,3,603518,0,0,0,0.1,19.1,53.5,100.0
1798,GRAHAM THOMAS P III+NANCY BOURGOIS,1,26772,7,686765,0,66439,0,0.3,28.1,74.4,73.0
1799,DEXTER MULTIFAMILY LLC,1,306900,231,5301044,0,3821562,0,0.8,30.6,63.3,98.0
1800,TARA APTS LLC,1,21608,2,537651,0,0,0,0.1,24.9,69.7,81.0
1801,SI XXI LLC,1,132912,169,2255734,0,2960539,0,1.3,54.6,98.6,83.0
1802,975 JOHN STREET LLC,1,75654,42,1429773,0,652161,0,0.6,28.6,64.3,
1803,WSDOT,1,207624,197,4084440,0,3301011,0,0.9,35.6,71.8,100.0
1804,2016 E ROANOKE APARTMENTS LLC +TUDOR APTS LLC,1,25671,3,676059,0,0,0,0.1,26.3,73.7,89.0
1805,DEXTER CITY LLC,1,90995,78,1627450,0,1309872,0,0.9,32.3,65.2,99.0
1806,400 QUEEN ANNE LP,1,32250,3,680448,0,0,0,0.1,29.6,82.7,67.0
