,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OSEBuildingID,BuildingName,BuildingType,Type_of_Bulding,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,Total_sqft,percent_sqft_1st,percent_sqft_2nd,percent_sqft_3rd,LargestPropertyUseType,LargestPropertyUseType OSE,LargestPropertyUseTypeGFA,LargestPropertyUseTypeGFA Analysis,SecondLargestPropertyUseType,SecondLargestPropertyUseType OSE,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA Analysis,ThirdLargestPropertyUseType,ThirdLargestPropertyUseType OSE,ThirdLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA Analysis,Electricity(kBtu),Steam(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,Total_GFA,sq_ft_classification
2377,2377,2377,2377,25479,RAVENNA HOUSE CONDOMINIUM,Multifamily LR (1-4),Multifamily,30918,19807,11111,19807,0.87,0.0,0.13,Multifamily Housing,Multifamily Housing,17322,17322,Parking,,11111,0,Restaurant,Restaurant,2485,2485,807783,0,0,5.0,0.3,30918,F
2378,2378,2378,2378,25490,IDA CULVER - RAVENNA,Multifamily LR (1-4),Multifamily,20390,20390,0,20390,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20390,20390,,,0,0,,,0,0,546139,0,0,3.4,0.2,20390,E
2380,2380,2380,2380,25511,WASHINGTON ARMS CONDOMINIUM,Multifamily LR (1-4),Multifamily,46137,33869,12268,38882,0.92,0.0,0.08,Multifamily Housing,Multifamily Housing,35657,35657,Parking,,11503,0,Restaurant,Restaurant,3225,3225,1171147,0,1027953,61.8,1.8,50385,D
2381,2381,2381,2381,25513,ST THERESE PARISH,NonResidential,NonResidential,21672,21672,0,21672,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21672,21672,,,0,0,,,0,0,185693,0,1375105,74.2,3.4,21672,E
2382,2382,2382,2382,25514,WASHINGTON PARK TOWERS CONDOMINIUM,Multifamily HR (10+),Multifamily,21850,21850,0,21850,1.0,0.0,0.0,Worship Facility,Worship Facility,21850,21850,,,0,0,,,0,0,41571,0,245447,13.3,0.6,21850,E
2384,2384,2384,2384,25524,WATERFORD NORTH CONDOMINIUM,Multifamily LR (1-4),Multifamily,32282,25297,6985,19176,0.66,0.0,0.34,Multifamily Housing,Multifamily Housing,12600,12600,Parking,,6985,0,Other,Other,6576,6576,826324,0,470544,30.1,1.2,26161,F
2385,2385,2385,2385,25526,WATERFRONT AT ALKI BEACH CONDOMINIUM,Multifamily MR (5-9),Multifamily,36538,36538,0,38686,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,38686,38686,,,0,0,,,0,0,1089895,0,0,6.7,0.2,38686,D
2386,2386,2386,2386,25527,WATERFRONT LANDINGS CONDOMINIUM,Multifamily MR (5-9),Multifamily,43222,43222,0,43222,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,43222,43222,,,0,0,,,0,0,808971,0,667478,40.4,0.9,43222,D
2390,2390,2390,2390,25531,WATERSIDE AT ALKI BEACH CONDOMINIUM,Multifamily MR (5-9),Multifamily,20967,20967,0,20967,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20967,20967,,,0,0,,,0,0,487447,0,0,3.0,0.1,20967,E
2391,2391,2391,2391,25537,FREMONT BRIDGE MINI-STORAGE,NonResidential,NonResidential,44188,44188,0,44188,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,44188,44188,,,0,0,,,0,0,779842,0,587079,36.0,0.8,44188,D
2392,2392,2392,2392,25540,BEST WESTERN PIONEER SQUARE HOTEL,NonResidential,NonResidential,28309,28309,0,28309,1.0,0.0,0.0,Self-Storage Facility,Self-Storage Facility,28309,28309,,,0,0,,,0,0,247669,1183539,398159,22.7,0.8,28309,E
2393,2393,2393,2393,25541,MAYNARD BUILDING,NonResidential,NonResidential,45500,45500,0,45500,1.0,0.0,0.0,Hotel,Hotel,45500,45500,,,0,0,,,0,0,1091454,0,600449,101.5,2.2,45500,D
2394,2394,2394,2394,25542,TERRY DENNY BUILDING/NORTHERN HOTEL,Multifamily MR (5-9),Multifamily,38376,38376,0,31667,0.92,0.08,0.0,Office,Office,29258,29258,Retail Store,Retail Store,2409,2409,,,0,0,2300419,0,0,14.2,0.4,31667,D
2396,2396,2396,2396,25546,COMPASS HOUSING ALLIANCE,NonResidential,NonResidential,42804,42804,0,30703,0.79,0.21,0.0,Office,Office,24120,24120,Retail Store,Retail Store,6583,6583,,,0,0,812827,0,849511,50.1,1.2,30703,D
2398,2398,2398,2398,25548,NEW ENGLAND BUILDING,NonResidential,NonResidential,42534,42534,0,25341,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25341,25341,Parking,,0,0,,,0,0,813978,0,1524663,86.0,2.0,25341,E
2399,2399,2399,2399,25553,J & M HOTEL BUILDING,NonResidential,NonResidential,33300,33300,0,31836,0.84,0.09,0.07,Office,Office,26639,26639,Restaurant,Restaurant,2820,2820,Retail Store,Retail Store,2377,2377,1021886,0,248164,19.5,0.6,31836,D
2400,2400,2400,2400,25554,C & H COMPANY (STORAGE WAREHOUSE),NonResidential,NonResidential,25450,25450,0,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
2401,2401,2401,2401,25563,NAUTICAL LANDING,NonResidential,NonResidential,22200,22200,0,22200,1.0,0.0,0.0,Other,Other,22200,22200,,,0,0,,,0,0,57946,0,259557,14.1,0.6,22200,E
2402,2402,2402,2402,25568,NORTHLAKE BUILDING,NonResidential,NonResidential,29498,29498,0,28897,0.68,0.32,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,19749,19749,Office,Office,9148,9148,,,0,0,2340936,0,843393,59.2,2.0,28897,E
2403,2403,2403,2403,25572,PETCO AND OTHERS,NonResidential,NonResidential,49782,49782,0,43907,1.0,0.0,0.0,Office,Office,43907,43907,,,0,0,,,0,0,2995343,0,0,18.5,0.4,43907,D
2404,2404,2404,2404,25574,KELLY ANNE APTS,Multifamily LR (1-4),Multifamily,46059,46059,0,46000,1.0,0.0,0.0,Retail Store,Retail Store,46000,46000,,,0,0,,,0,0,1048011,0,334409,24.2,0.5,46000,D
2405,2405,2405,2405,25576,CAMPUS VIEW APARTMENTS II,Multifamily LR (1-4),Multifamily,32331,23162,9169,23162,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23162,23162,Parking,,9169,0,,,0,0,585292,0,0,3.6,0.2,32331,E
2406,2406,2406,2406,25577,CAMPUS VIEW APTS,Multifamily MR (5-9),Multifamily,40152,21100,19052,21100,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21100,21100,,,0,0,,,0,0,508541,0,0,3.1,0.1,21100,E
2407,2407,2407,2407,25579,MAPLEWOOD APTS,Multifamily LR (1-4),Multifamily,42189,31756,10433,31756,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,31756,31756,,,0,0,,,0,0,941722,0,0,5.8,0.2,31756,D
2408,2408,2408,2408,25580,APEX (40 UNIT APT BLDG),Multifamily LR (1-4),Multifamily,30964,23195,7769,23195,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23195,23195,Parking,,7769,0,,,0,0,494053,0,0,3.0,0.1,30964,E
2409,2409,2409,2409,25582,THE SHANNON APARTMENTS,Multifamily LR (1-4),Multifamily,40090,40090,0,40090,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,40090,40090,Parking,,7200,0,,,0,0,1077034,0,0,6.6,0.2,47290,D
2410,2410,2410,2410,25599,TREMEZZO CONDOMINIUM,Multifamily LR (1-4),Multifamily,31034,22176,8858,22176,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22176,22176,Parking,,8858,0,,,0,0,598500,0,0,3.7,0.2,31034,E
2411,2411,2411,2411,25603,TRIO,Multifamily MR (5-9),Multifamily,29351,29351,0,29351,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,29351,29351,,,0,0,,,0,0,722763,0,0,4.5,0.2,29351,E
2413,2413,2413,2413,25605,HOWARD PARK APARTMENTS,Multifamily MR (5-9),Multifamily,29520,29520,0,24600,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,24600,24600,,,0,0,,,0,0,347635,0,1329502,72.8,2.5,24600,E
2414,2414,2414,2414,25617,TUSCANY AT LAKE CITY CONDOMINIUM,Multifamily MR (5-9),Multifamily,36600,36600,0,30600,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,30600,30600,,,0,0,,,0,0,540644,0,424696,25.9,0.7,30600,D
2415,2415,2415,2415,25619,CREST APARTMENTS,Multifamily LR (1-4),Multifamily,32400,32400,0,32400,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,32400,32400,,,0,0,,,0,0,851335,0,0,5.2,0.2,32400,D
2416,2416,2416,2416,25620,LAUREN RENEE,Multifamily LR (1-4),Multifamily,54224,34165,20059,34165,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,34165,34165,Parking,,20059,0,,,0,0,1221019,0,0,7.5,0.2,54224,D
2417,2417,2417,2417,25624,WAVERLY PLACE CONDOMINIUM,Multifamily LR (1-4),Multifamily,20928,20928,0,20928,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20928,20928,,,0,0,,,0,0,281609,0,726303,40.3,1.9,20928,E
2418,2418,2418,2418,25632,SAINT THEODORE ON ROOSEVELT APTS,Multifamily MR (5-9),Multifamily,24538,19740,4798,20752,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20752,20752,,,0,0,,,0,0,504328,0,187881,13.1,0.7,20752,E
2419,2419,2419,2419,25634,ACTON APTS,Multifamily MR (5-9),Multifamily,71510,48330,23180,43700,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,43700,43700,Parking,,10600,0,,,0,0,1173770,0,1171893,69.5,1.4,54300,D
2420,2420,2420,2420,25639,THE TOWERS ON GREENWOOD,Multifamily MR (5-9),Multifamily,30169,24501,5668,24501,0.76,0.24,0.0,Multifamily Housing,Multifamily Housing,18728,18728,Retail Store,Retail Store,5773,5773,Parking,,5668,0,669039,0,0,4.1,0.2,30169,E
2422,2422,2422,2422,25643,VERSE SEATTLE,Multifamily MR (5-9),Multifamily,52626,52626,0,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
2425,2425,2425,2425,25657,HERMAN BLUMENTHAL BUILDING,NonResidential,NonResidential,50120,43460,6660,40028,0.57,0.27,0.16,Multifamily Housing,Multifamily Housing,22853,22853,Office,Office,10631,10631,Retail Store,Retail Store,6544,6544,1074802,336748,0,6.6,0.2,40028,D
2426,2426,2426,2426,25658,WALTHAM BLOCK/OCCIDENTAL BUILDING,NonResidential,NonResidential,28142,28142,0,28142,1.0,0.0,0.0,Office,Office,28142,28142,,,0,0,,,0,0,467347,448683,143789,28.4,1.0,28142,E
2427,2427,2427,2427,25659,UNION TRUST BUILDING,NonResidential,NonResidential,28760,28760,0,24334,0.51,0.25,0.25,Office,Office,12314,12314,Retail Store,Retail Store,6020,6020,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,6000,6000,585208,0,1693292,117.4,4.1,24334,E
2428,2428,2428,2428,25660,UNION TRUST ANNEX,NonResidential,NonResidential,39030,39030,0,38686,0.83,0.17,0.0,Office,Office,32001,32001,Retail Store,Retail Store,6685,6685,,,0,0,568759,0,357577,22.5,0.6,38686,D
2429,2429,2429,2429,25661,BUTTNICK BUILDING,NonResidential,NonResidential,27838,27838,0,27838,1.0,0.0,0.0,Office,Office,27838,27838,,,0,0,,,0,0,1269602,0,0,7.8,0.3,27838,E
2430,2430,2430,2430,25663,EAST PRECINCT,Nonresidential COS,NonResidential,47215,47215,0,46035,0.51,0.49,0.0,Office,Office,23659,23659,Retail Store,Retail Store,22376,22376,,,0,0,997737,0,399120,27.3,0.6,46035,D
2431,2431,2431,2431,25664,Ballou Wright Building,NonResidential,NonResidential,61580,34580,27000,36280,1.0,0.0,0.0,Police Station,Fire/Police Station,36280,36280,Parking,,23154,0,,,0,0,2761917,0,774215,58.1,1.7,59434,D
2432,2432,2432,2432,25666,POST OPTIONS,NonResidential,NonResidential,30720,30720,0,29066,0.97,0.03,0.0,Office,Office,28189,28189,Retail Store,Retail Store,877,877,,,0,0,790870,0,380150,25.1,0.8,29066,E
2433,2433,2433,2433,25667,PIKE BUILDING,NonResidential,NonResidential,20640,20640,0,21412,0.46,0.43,0.11,Retail Store,Retail Store,9750,9750,Office,Office,9212,9212,Restaurant,Restaurant,2450,2450,395842,0,0,2.4,0.1,21412,E
2434,2434,2434,2434,25670,LEGACY PINE STREET,NonResidential,NonResidential,34914,34914,0,31458,0.48,0.34,0.19,Retail Store,Retail Store,14983,14983,Restaurant,Restaurant,10638,10638,Office,Office,5837,5837,1440248,0,3607822,200.5,5.7,31458,D
2435,2435,2435,2435,25672,COLLECTION AGENCY OFFICE,NonResidential,NonResidential,20897,20897,0,17061,0.6,0.2,0.2,Office,Office,10228,10228,Retail Store,Retail Store,3433,3433,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,3400,3400,296135,0,271856,16.3,0.8,17061,F
2436,2436,2436,2436,25673,THE FORD BUILDING,NonResidential,NonResidential,22866,22866,0,22866,1.0,0.0,0.0,Office,Office,22866,22866,,,0,0,,,0,0,1176698,0,354369,26.1,1.1,22866,E
2437,2437,2437,2437,25674,COMET TAVERN,Multifamily LR (1-4),Multifamily,30240,30240,0,32919,0.98,0.02,0.0,Retail Store,Retail Store,32205,32205,Restaurant,Restaurant,714,714,,,0,0,1033117,0,170853,15.4,0.5,32919,D
2438,2438,2438,2438,25679,ROOSEVELT APARTMENTS,Multifamily LR (1-4),Multifamily,32100,32100,0,32100,0.67,0.33,0.0,Multifamily Housing,Multifamily Housing,21400,21400,Bar/Nightclub,Restaurant,10700,10700,,,0,0,150717,0,109448,6.7,0.2,32100,D
2439,2439,2439,2439,25682,MULTI RES,Multifamily LR (1-4),Multifamily,36148,29513,6635,29513,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,29513,29513,Parking,,6635,0,,,0,0,338671,0,2993404,161.1,5.5,36148,E
2440,2440,2440,2440,25693,KELSEY APARTMENTS,Multifamily LR (1-4),Multifamily,24153,16554,7599,16554,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,16554,16554,Parking,,7599,0,,,0,0,451609,0,0,2.8,0.2,24153,F
2441,2441,2441,2441,25694,CENTURYLINK: CAMPUS CO,NonResidential,NonResidential,47332,34373,12959,34373,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,34373,34373,Parking,,12959,0,,,0,0,947636,0,0,5.8,0.2,47332,D
2442,2442,2442,2442,25696,PORTAGE BAY APTS,Multifamily MR (5-9),Multifamily,28586,28586,0,27022,1.0,0.0,0.0,Other,Other,27022,27022,,,0,0,,,0,0,4893371,0,0,30.2,1.1,27022,E
2443,2443,2443,2443,25701,LAKE VIEW APTS,Multifamily LR (1-4),Multifamily,46689,38605,8084,36589,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,36589,36589,Parking,,7000,0,,,0,0,915936,0,0,5.6,0.1,43589,D
2444,2444,2444,2444,25708,EASTERN HOTEL HOUSING,Multifamily LR (1-4),Multifamily,30347,23432,6915,23242,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23242,23242,Parking,,7093,0,,,0,0,562458,0,0,3.5,0.1,30335,E
2445,2445,2445,2445,25710,GEE HOW OAK TIN,Multifamily LR (1-4),Multifamily,33887,33887,0,34137,0.89,0.06,0.05,Multifamily Housing,Multifamily Housing,30387,30387,Other - Restaurant/Bar,Restaurant,2000,2000,Other - Entertainment/Public Assembly,Entertainment/Public Assembly,1750,1750,900082,0,1536195,87.1,2.6,34137,D
2446,2446,2446,2446,25711,BUSH GARDEN-RESTAURANT& LOUNGE,NonResidential,NonResidential,25600,25600,0,25600,0.93,0.07,0.0,Multifamily Housing,Multifamily Housing,23929,23929,"Personal Services (Health/Beauty, Dry Cleaning, etc)",Services,1671,1671,,,0,0,300959,0,0,1.9,0.1,25600,E
2447,2447,2447,2447,25713,KEY BANK,NonResidential,NonResidential,28800,28800,0,28800,1.0,0.0,0.0,Restaurant,Restaurant,28800,28800,,,0,0,,,0,0,252064,0,343737,19.8,0.7,28800,E
2448,2448,2448,2448,25716,BELLEVUE PLACE APTS,Multifamily LR (1-4),Multifamily,35202,35202,0,33354,0.73,0.27,0.0,Office,Office,24227,24227,Bank Branch,Retail Store,9127,9127,,,0,0,3294416,0,0,20.3,0.6,33354,D
2449,2449,2449,2449,25721,VIOLETT APTS ON MELROSE,Multifamily LR (1-4),Multifamily,23150,23150,0,18100,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,18100,18100,Parking,,2796,0,,,0,0,474793,0,85683,7.5,0.3,20896,F
2450,2450,2450,2450,25723,THREE20 APARTMENTS,Multifamily MR (5-9),Multifamily,37151,34024,3127,37151,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,37151,37151,Parking,,3127,0,,,0,0,590036,0,414769,25.7,0.8,40278,D
2452,2452,2452,2452,25725,CAPITOL STEPS APARTMENTS,Multifamily MR (5-9),Multifamily,24962,24962,0,24962,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,24962,24962,,,0,0,,,0,0,749807,0,0,4.6,0.2,24962,E
2457,2457,2457,2457,25744,1629 CONDOMINIUM,Multifamily LR (1-4),Multifamily,24600,24600,0,24600,1.0,0.0,0.0,Worship Facility,Worship Facility,24600,24600,,,0,0,,,0,0,194972,0,94181,6.2,0.3,24600,E
2458,2458,2458,2458,25745,TRINITY EPISCOPAL CHURCH,NonResidential,NonResidential,20378,20378,0,20378,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20378,20378,,,0,0,,,0,0,503425,1066640,139205,10.5,0.5,20378,E
2459,2459,2459,2459,25747,HAWTHORNE APARTMENTS,Multifamily MR (5-9),Multifamily,48850,48850,0,33685,0.82,0.13,0.05,Worship Facility,Worship Facility,27525,27525,Office,Office,4325,4325,Other,Other,1835,1835,159722,0,6764,58.0,1.2,33685,D
2461,2461,2461,2461,25752,GRANVIEW APARTMENTS,Multifamily LR (1-4),Multifamily,21880,18880,3000,18480,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,18480,18480,Parking,,3000,0,,,0,0,618029,0,0,3.8,0.2,21480,F
2462,2462,2462,2462,25754,HILL CREST APARTMENTS,Multifamily LR (1-4),Multifamily,29562,21031,8531,21031,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21031,21031,Parking,,8531,0,,,0,0,661813,0,0,4.1,0.2,29562,E
2464,2464,2464,2464,25757,WEST POINT PLACE CONDOMINIUM,Multifamily LR (1-4),Multifamily,22000,22000,0,22000,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22000,22000,Parking,,5500,0,,,0,0,155113,0,0,1.0,0.0,27500,E
2465,2465,2465,2465,25758,WEST QUEEN ANNE ON 5TH CONDO,Multifamily LR (1-4),Multifamily,21581,21581,0,21581,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21581,21581,Parking,,5616,0,,,0,0,446521,0,0,2.8,0.1,27197,E
2466,2466,2466,2466,25761,WESTRIDGE PARK APARTMENTS (7901),Multifamily LR (1-4),Multifamily,57212,57212,0,47346,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,47346,47346,,,0,0,,,0,0,1639971,0,0,10.1,0.2,47346,D
2468,2468,2468,2468,25770,PARK HAMILTON,Multifamily LR (1-4),Multifamily,30420,30420,0,30420,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,30420,30420,,,0,0,,,0,0,927753,0,0,5.7,0.2,30420,D
2469,2469,2469,2469,25772,PARK WEST CARE CENTER,NonResidential,NonResidential,39757,36067,3690,36067,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,36067,36067,Parking,,3690,0,,,0,0,1067405,0,0,6.6,0.2,39757,D
2471,2471,2471,2471,25789,HOLIDAY APT,Multifamily LR (1-4),Multifamily,27328,27328,0,27328,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,27328,27328,,,0,0,,,0,0,220930,0,1550520,83.7,3.1,27328,E
2472,2472,2472,2472,25791,LINCOLN COURT,Multifamily LR (1-4),Multifamily,23200,23200,0,23200,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23200,23200,,,0,0,,,0,0,729631,0,16600,5.4,0.2,23200,E
2473,2473,2473,2473,25798,THE CAPITAL BLDG,Multifamily MR (5-9),Multifamily,20457,20457,0,21700,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21700,21700,Parking,,0,0,,,0,0,262491,0,1395784,75.7,3.7,21700,E
2474,2474,2474,2474,25819,705 LOFTS,Multifamily MR (5-9),Multifamily,38160,38160,0,38160,0.91,0.09,0.0,Multifamily Housing,Multifamily Housing,34750,34750,Retail Store,Retail Store,3410,3410,,,0,0,571009,0,2399395,131.0,3.4,38160,D
2475,2475,2475,2475,25822,NEW AMERICAN CONDO,Multifamily LR (1-4),Multifamily,46951,35028,11923,36475,0.97,0.0,0.03,Multifamily Housing,Multifamily Housing,35425,35425,Parking,,12600,0,Office,Office,1050,1050,1166025,0,0,7.2,0.2,49075,D
2476,2476,2476,2476,25839,J D OTT COMPANY (115 S Lucile St),NonResidential,NonResidential,30210,30210,0,30210,0.52,0.24,0.24,Multifamily Housing,Multifamily Housing,15810,15810,Office,Office,7200,7200,Restaurant,Restaurant,7200,7200,450688,0,620552,35.7,1.2,30210,D
2477,2477,2477,2477,25842,MODINE,NonResidential,NonResidential,25000,25000,0,25000,0.54,0.3,0.16,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,13393,13393,Food Sales,Supermarket/Grocery Store,7500,7500,Office,Office,4107,4107,774117,0,876270,51.3,2.1,25000,E
2478,2478,2478,2478,25844,WA MACHINE WORKS,NonResidential,NonResidential,25000,25000,0,25000,0.96,0.04,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,24000,24000,Office,Office,1000,1000,,,0,0,164455,0,131037,8.0,0.3,25000,E
2479,2479,2479,2479,25847,PINE BELLEVUE BUILDING,NonResidential,NonResidential,22622,22622,0,23000,1.0,0.0,0.0,Manufacturing/Industrial Plant,Other,23000,23000,,,0,0,,,0,0,250108,0,574480,32.1,1.4,23000,E
2480,2480,2480,2480,25849,OLETA,Multifamily LR (1-4),Multifamily,27544,27544,0,22365,1.0,0.0,0.0,Office,Office,22365,22365,Parking,,3744,0,,,0,0,834823,0,337974,23.1,0.8,26109,E
2481,2481,2481,2481,25850,BELGROVE COURT,Multifamily MR (5-9),Multifamily,21264,21264,0,21693,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21693,21693,,,0,0,,,0,0,324816,0,1110406,61.0,2.9,21693,E
2482,2482,2482,2482,25851,THE BURLINGAME,Multifamily MR (5-9),Multifamily,63102,40992,22110,37355,0.8,0.0,0.2,Multifamily Housing,Multifamily Housing,30056,30056,Parking,,17200,0,Other,Other,7299,7299,1504724,0,0,9.3,0.2,54555,D
2483,2483,2483,2483,25852,1200 ALKI CONDOMINIUM,Multifamily MR (5-9),Multifamily,26694,26694,0,29071,0.88,0.12,0.0,Multifamily Housing,Multifamily Housing,25671,25671,Retail Store,Retail Store,3400,3400,,,0,0,438164,0,1355697,74.7,2.8,29071,E
2484,2484,2484,2484,25853,1223 SPRING STREET CONDOMINIUM,Multifamily HR (10+),Multifamily,26442,26442,0,26442,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26442,26442,,,0,0,,,0,0,533935,0,436287,26.5,1.0,26442,E
2486,2486,2486,2486,25856,TWENTY-THIRD AND MAIN CONDOMINIUM,Multifamily MR (5-9),Multifamily,24396,24396,0,17426,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,17426,17426,Parking,,6970,0,,,0,0,359927,0,266060,16.4,0.7,24396,F
2487,2487,2487,2487,25857,1238 ALKI CONDOMINIUM,Multifamily MR (5-9),Multifamily,49310,49310,0,45472,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,45472,45472,,,0,0,,,0,0,1058357,0,777590,47.8,1.0,45472,D
2488,2488,2488,2488,25866,2001 WESTLAKE TERRACE CONDOMINIUM,Multifamily LR (1-4),Multifamily,25200,25200,0,26450,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26450,26450,Parking,,7935,0,,,0,0,526694,0,265841,17.4,0.7,34385,E
2489,2489,2489,2489,25875,22 WEST LEE,Multifamily LR (1-4),Multifamily,26294,26294,0,26304,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26304,26304,,,0,0,,,0,0,545463,0,0,3.4,0.1,26304,E
2490,2490,2490,2490,25876,2700 FOURTH AVENUE CONDOMINIUM,Multifamily MR (5-9),Multifamily,36192,36192,0,36192,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,36192,36192,,,0,0,,,0,0,731859,0,225085,16.5,0.5,36192,D
2491,2491,2491,2491,25882,WESTBURY TERRACE CONDOMINIUM,Multifamily MR (5-9),Multifamily,31008,31008,0,27187,0.75,0.25,0.0,Multifamily Housing,Multifamily Housing,20428,20428,Retail Store,Retail Store,6759,6759,,,0,0,1161185,0,0,7.2,0.2,27187,E
2493,2493,2493,2493,25886,WESTERN TRIANGLE BUILDING CONDOMINIUM,NonResidential,NonResidential,20407,20407,0,17000,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,17000,17000,,,0,0,,,0,0,515432,0,0,3.2,0.2,17000,F
2494,2494,2494,2494,25895,AVALON WEST,Multifamily MR (5-9),Multifamily,47415,47415,0,31597,0.82,0.0,0.18,Office,Office,25884,25884,Parking,,7000,0,Multifamily Housing,Multifamily Housing,5713,5713,1525778,0,0,9.4,0.2,38597,D
2495,2495,2495,2495,25897,WESTSIDE II,Multifamily MR (5-9),Multifamily,21294,21294,0,21294,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21294,21294,,,0,0,,,0,0,548377,0,0,3.4,0.2,21294,E
2496,2496,2496,2496,25898,TERRACE VILLA,Multifamily LR (1-4),Multifamily,30796,21294,9502,17819,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,17819,17819,Parking,,7127,0,,,0,0,574551,0,0,3.5,0.2,24946,F
2497,2497,2497,2497,25901,AVALON PARK VISTA,Multifamily MR (5-9),Multifamily,43441,30252,13189,43441,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,43441,43441,Parking,,13189,0,,,0,0,748411,0,0,4.6,0.2,56630,D
2500,2500,2500,2500,25910,MARTINIQUE APT,Multifamily MR (5-9),Multifamily,22960,22960,0,22960,1.0,0.0,0.0,Other - Entertainment/Public Assembly,Entertainment/Public Assembly,22960,22960,,,0,0,,,0,0,520890,0,2046847,111.9,4.9,22960,E
2502,2502,2502,2502,25918,PRIMEAU PLACE,Multifamily LR (1-4),Multifamily,44739,44739,0,44739,1.0,0.0,0.0,Supermarket/Grocery Store,Supermarket/Grocery Store,44739,44739,Parking,,0,0,,,0,0,8200803,0,6185110,379.0,8.5,44739,D
2503,2503,2503,2503,25922,Dublin,Multifamily LR (1-4),Multifamily,42720,42720,0,42720,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,42720,42720,,,0,0,,,0,0,1356717,0,0,8.4,0.2,42720,D
2504,2504,2504,2504,25931,NAUTICA CONDO,Multifamily MR (5-9),Multifamily,21892,21892,0,21892,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21892,21892,,,0,0,,,0,0,212869,0,319826,18.3,0.8,21892,E
