,OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,Owner,CouncilDistrictCode,Neighborhood,Units,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions__metric_tons_,ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI_kBtu_sf_,SiteEUIWN_kBtu_sf_,SiteEnergyUse_kBtu_,SiteEnergyUseWN_kBtu_,SourceEUI_kBtu_sf_,SourceEUIWN_kBtu_sf_,GHGEmissionsIntensityKgSqFt,NaturalGas_kBtu_,NaturalGas_therms_,Electricity_kBtu_,Electricity_kWh_,SteamUse_kBtu_,OtherFuelUse_kBtu_,PropertyGFATotal,PropertyGFABuilding_s_,PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus,Comments,DefaultData,LegislationPropertyType,electric_co2_m3_kwh
2192,490,1989200720,2020,NonResidential,NORTH TOWER,SREH 2014 LLC,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1972,100 W HARRISON ST,SEATTLE,WA,98119,47.62224,-122.3585,,,Office,15.5,75,,40.9,41.9,2979533,2908606,114.5,117.3,0.2,0,0,2908605,852464,0,0,87178,66762,20416,1,5,Office,71119,Parking,11102,,,,No Issue,Compliant,,,Office,1.8182586009497177e-05
2193,491,1989200740,2020,NonResidential,SOUTH TOWER,SREH 2014 LLC,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1970,100 W HARRISON ST,SEATTLE,WA,98119,47.62224,-122.3585,,,Office,16.7,74,,43.4,44.3,3212575,3149290,121.6,124.0,0.3,0,0,3149289,923004,0,0,87178,66762,20416,1,5,Office,72523,Parking,9664,,,,No Issue,Compliant,,,Office,1.8093096021252345e-05
2196,693,7015350000,2020,NonResidential,QUEEN ANNE SQUARE EAST,,7,MAGNOLIA / QUEEN ANNE,75,1982,200 W MERCER ST,SEATTLE,WA,98119,47.62497,-122.35965,,,Office,17.0,96,,32.4,32.4,3199034,3199034,90.8,90.8,0.2,0,0,3199034,937583,0,0,98668,98668,0,1,5,Office,98668,,,,,,No Issue,Compliant,,,Office,1.8131728071008115e-05
2198,703,7666202080,2020,NonResidential,ELLIOTT WEST BLDG 3 - CELL THEREPEUTICS/ADMIN. OFF,COLE OF SEATTLE WA LLC,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2000,501 ELLIOTT AVE W,SEATTLE,WA,98119,47.62302,-122.36476,,,Office,13.0,,,22.2,22.2,2449529,2449529,62.3,62.3,0.1,0,0,2449529,717916,0,0,165111,110111,55000,1,4,Office,110111,Parking,55000,,,,No Issue,Compliant,,,Office,1.810796806311602e-05
2199,704,7666202110,2020,NonResidential,401 ELLIOTT WEST,COLE OF SEATTLE WA LLC,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2000,401 ELLIOTT AVE W,SEATTLE,WA,98119,47.62235,-122.36378,,,Office,9.8,,,21.3,21.3,1852100,1852100,59.6,59.6,0.1,0,0,1852101,542820,0,0,129551,87051,42500,1,4,Office,87051,Parking,42500,,,,No Issue,Compliant,,,Office,1.8053866843520875e-05
2201,706,7666202160,2020,NonResidential,333 ELLIOTT,SREH 2018 MANAGEMENT LLC,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2008,333 ELLIOTT AVE W,SEATTLE,WA,98119,47.62101,-122.36188,,,Office,20.2,94,,27.4,27.4,3792589,3792589,76.7,76.7,0.1,0,0,3792588,1111544,0,0,183964,137201,46763,1,5,Office,138520,Parking,41383,,,,No Issue,Compliant,,,Office,1.817291983043406e-05
2204,807,3879902265,2020,NonResidential,645 ELLIOTT - NORTH BUILDING,SREH 2014 LLC,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2008,645 ELLIOTT AVE W,SEATTLE,WA,98119,47.6252,-122.36737,,,Office,39.2,77,,47.4,47.4,7362600,7362600,132.6,132.6,0.3,0,0,7362598,2157854,0,0,242686,142510,100176,1,4,Office,155438,Parking,79983,,,,No Issue,Compliant,,,Office,1.8166196600882176e-05
2206,22480,2770602690,2020,NonResidential,OFFICE & SPORTS CLUB,ABADAN HOLDINGS LLC,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1992,3257 16TH AVE W,SEATTLE,WA,98119,47.65018,-122.37787,,,Office,3.9,,,27.5,27.5,726404,726404,77.1,77.1,0.1,0,0,726405,212897,0,0,26389,26389,0,1,3,Office,16766,Fitness Center/Health Club/Gym,9623,,,,No Issue,Compliant,,,Office,1.8318717501890587e-05
2208,22574,2770604870,2020,NonResidential,NICKERSON BUSINESS CENTER,QA CANAL LLC,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1961,3837 13TH AVE W,SEATTLE,WA,98119,47.65504,-122.37402,,,Office,2.8,86,,25.4,25.4,528358,528358,71.2,71.2,0.1,0,0,528358,154853,0,0,20022,20022,0,1,2,Office,20784,,,,,,No Issue,Compliant,,,Office,1.808166454637624e-05
2213,29788,7015350000,2020,NonResidential,QUEEN ANNE SQUARE WEST,,7,MAGNOLIA / QUEEN ANNE,,1982,220 W MERCER ST,SEATTLE,WA,98119,47.62495,-122.36036,,,Office,12.2,84,,41.7,41.7,2300389,2300389,116.9,116.9,0.2,0,0,2300389,674206,0,0,54015,54015,0,1,5,Office,55105,,,,,,No Issue,Compliant,,,Office,1.8095359578526445e-05
2214,49793,7666201618,2020,NonResidential,INTERBAY WORK LOFTS,NOT FOUND,1,MAGNOLIA / QUEEN ANNE,,2013,1631 15TH AVE W,SEATTLE,SEATTLE,98119,47.63449,-122.37661,,,Office,6.7,100,,15.1,15.2,1272615,1261198,42.3,42.7,0.1,0,0,1261198,369636,0,0,111750,83533,28217,1,3,Office,83533,Parking,28217,,,,No Issue,Compliant,,,Office,1.8125940114058155e-05
2215,50237,1989200680,2020,NonResidential,3RD AND HARRISON,SEATTLE CITY OF,1,MAGNOLIA / QUEEN ANNE,,2016,450 3RD AVE W,SEATTLE,SEATTLE,98119,47.62267,-122.3604,,,Office,36.1,91,,36.9,36.9,6791826,6791826,103.3,103.3,0.2,0,0,6791825,1990570,0,0,240700,181456,59244,1,6,Office,184147,Parking,66779,,,,No Issue,Compliant,,,Office,1.813550892457939e-05
2219,23735,7666201627,2020,NonResidential,INTERBAY URBAN CENTER SHOPS,DS PROPERTIES 18 LP,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2008,1827 15TH AVE W,SEATTLE,WA,98119,47.63542,-122.37701,,,Strip Mall,7.1,,,62.3,62.3,1327626,1327626,174.5,174.5,0.3,0,0,1327626,389105,0,0,21301,21301,0,0,1,Strip Mall,21301,Parking,0,,,,No Issue,Compliant,,,Mixed Use Property,1.824700273705041e-05
2223,50465,2771600912,2020,NonResidential,BRIGHT HORIZONS AT INTERBAY,1570 W ARMORY LLC,1,MAGNOLIA / QUEEN ANNE,,2019,1570 W ARMORY WAY,SEATTLE,SEATTLE,98119,47.6397,-122.37737,,,Other - Mall,3.4,,,24.7,25.5,652186,631838,69.1,71.3,0.1,0,0,631838,185181,0,0,25657,25657,0,1,2,Other - Mall,25594,,,,,,No Issue,Compliant,,,Entertainment/Public Assembly,1.8360414945377765e-05
2225,50467,2771600910,2020,NonResidential,HOMEGOODS,1625 W WHEELER LLC,1,MAGNOLIA / QUEEN ANNE,,2019,1625 W WHEELER ST,SEATTLE,SEATTLE,98119,47.64002,-122.37751,,,Retail Store,1.0,100,,8.9,8.9,186604,186604,24.9,24.9,0.0,0,0,186604,54690,0,0,24242,24242,0,1,1,Retail Store,21004,,,,,,Default Data,Not Compliant,,,Retail Store,1.8284878405558604e-05
2226,50508,2771600908,2020,NonResidential,MICHAELS RETAIL STORE,1700 W ARMORY LLC,1,MAGNOLIA / QUEEN ANNE,,2018,1700 W ARMORY WAY,SEATTLE,SEATTLE,98119,47.64021,-122.379,,,Retail Store,2.9,97,,22.0,,,541356,61.5,,0.1,0,0,541356,158662,0,0,24930,24930,0,1,1,Retail Store,24660,,,,,,No Issue,Compliant,,,Retail Store,1.8277848508149398e-05
2227,27071,3880400005,2020,Multifamily HR (10+),BAYVIEW MANOR,BAYVIEW MANOR HOMES,1,MAGNOLIA / QUEEN ANNE,222,1960,11 W ALOHA ST,SEATTLE,WA,98119,47.62684,-122.35736,,,Unclassified,51.9,48,,49.3,49.3,9756662,9756662,138.1,138.1,0.3,0,0,9756662,2859514,0,0,189917,164378,25539,1,10,Senior Living Community,186486,Parking,43568,Office,11335,,No Issue,Compliant,,,Other,1.8149937366979144e-05
2230,50511,1990200440,2020,NonResidential,REPUBLIC OF KOREA CONSULATE,KOREA REPUBLIC OF,1,MAGNOLIA / QUEEN ANNE,,2019,115 W MERCER ST,SEATTLE,SEATTLE,98119,47.62443,-122.35888,,,Unclassified,0.0,,,,,,,,,0.0,0,0,0,0,0,0,33290,22778,10512,1,3,,,,,,,,Portfolio Manager Account Not Shared,Not Compliant,,,Other,
2234,21278,1989200520,2020,NonResidential,CHURCH OF SCIENTOLOGY OF WASHINGTON STATE,CHURCH OF SCIENTOLOGY,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1955,300 W HARRISON ST,SEATTLE,WA,98119,47.62232,-122.36101,,,Worship Facility,8.3,12,,49.0,50.2,1603271,1564798,137.2,140.5,0.3,0,0,1564798,458616,0,0,31945,31945,0,1,5,Worship Facility,31945,,,,,,No Issue,Compliant,,,Worship Facility,1.80979294224362e-05
2248,25080,5455000000,2020,Multifamily HR (10+),MERCER WEST CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1963,415 W MERCER ST,SEATTLE,WA,98119,47.62435,-122.36293,,,Multifamily HR (10+),6.6,62,,28.4,29.6,1289955,1238874,79.5,82.8,0.1,0,0,1238874,363093,0,0,52334,52334,0,1,11,Multifamily Housing,43610,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8177161223157704e-05
2250,20361,1594000000,2020,Multifamily LR (1-4),CITADEL THE CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1989,2040 13TH AVE W,SEATTLE,WA,98119,47.63785,-122.37352,,,Multifamily LR (1-4),2.6,,,23.3,23.8,494055,483222,65.3,66.8,0.1,0,0,483222,141624,0,0,23177,23177,0,1,4,Multifamily Housing,20720,,,,,,No Issue,Compliant,,,Multifamily Housing,1.835847031576569e-05
2251,20389,1327000000,2020,Multifamily LR (1-4),CANAL PLACE CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1984,965 W NICKERSON ST,SEATTLE,WA,98119,47.65346,-122.36987,,,Multifamily LR (1-4),2.9,100,,20.7,21.4,569274,551233,58.1,60.0,0.1,0,0,551233,161557,0,0,26568,26568,0,1,4,Multifamily Housing,26568,Parking,5000,,,,No Issue,Compliant,,,Multifamily Housing,1.7950320939358862e-05
2252,20456,976000335,2020,Multifamily LR (1-4),THE PARKER APTS,PARKER APARTMENTS LIMITED PARTNERSHIP,7,MAGNOLIA / QUEEN ANNE,50,1965,2701 3RD AVE W,SEATTLE,WA,98119,47.64425,-122.36125,,,Multifamily LR (1-4),6.3,66,,38.7,39.6,1219754,1192269,108.4,110.9,0.2,0,0,1192269,349434,0,0,38328,38328,0,1,3,Multifamily Housing,30810,Parking,4000,,,,No Issue,Compliant,,,Multifamily Housing,1.802915572039355e-05
2257,20788,1792530000,2020,Multifamily LR (1-4),COURTYARD AT QUEEN ANNE SQUARE,,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1982,275 W ROY ST,SEATTLE,WA,98119,47.62525,-122.36023,,,Multifamily LR (1-4),8.2,86,,25.8,26.3,1569758,1541894,72.4,73.7,0.1,0,0,1541894,451903,0,0,59670,59670,0,1,4,Multifamily Housing,59670,,,,,,No Issue,Compliant,,,Multifamily Housing,1.81454869739745e-05
2259,21548,1992200030,2020,Multifamily LR (1-4),PUGET VISTA APTS,STRATFORD DEVELOPMENT CO LLC,7,MAGNOLIA / QUEEN ANNE,39,1967,411 W REPUBLICAN ST,SEATTLE,WA,98119,47.62304,-122.3624,,,Multifamily LR (1-4),4.5,84,,29.1,29.4,848578,838548,81.4,82.3,0.1,0,0,838548,245764,0,0,40086,33953,6133,1,4,Multifamily Housing,28860,Parking,4752,,,,No Issue,Compliant,,,Multifamily Housing,1.8310248856626684e-05
2260,21704,1990200230,2020,Multifamily LR (1-4),CAPE FLATTERY APTS,FOURTH WEST PROPERTIES LLC,7,MAGNOLIA / QUEEN ANNE,29,1959,320 W REPUBLICAN ST,SEATTLE,WA,98119,47.6235,-122.3617,,,Multifamily LR (1-4),3.3,90,,24.6,25.1,628470,616606,68.9,70.2,0.1,0,0,616606,180717,0,0,25056,23282,1774,1,4,Multifamily Housing,25056,Parking,1774,,,,No Issue,Compliant,,,Multifamily Housing,1.826059529540663e-05
2261,21705,1990200255,2020,Multifamily LR (1-4),FIVE TEN PLACE,510/520 FOURTH WEST PROPERTIES,7,MAGNOLIA / QUEEN ANNE,36,1990,510 4TH AVE W,SEATTLE,WA,98119,47.62386,-122.36169,,,Multifamily LR (1-4),4.9,92,,24.7,25.1,937833,920602,69.0,70.3,0.1,0,0,920602,269813,0,0,46800,37340,9460,1,4,Multifamily Housing,37340,Parking,9460,,,,No Issue,Compliant,,,Multifamily Housing,1.8160726132543653e-05
2262,21711,1990200375,2020,Multifamily LR (1-4),525 FIRST AVENUE APARTMENTS,WARN AGUILAR 525 FAMILY L L C,7,MAGNOLIA / QUEEN ANNE,41,2002,523 1ST AVE W,SEATTLE,WA,98119,47.62407,-122.35836,,,Multifamily LR (1-4),5.2,91,,19.2,19.6,998280,978811,53.8,54.9,0.1,0,0,978811,286873,0,0,50903,37161,13742,1,4,Multifamily Housing,47877,Fitness Center/Health Club/Gym,1595,"Personal Services (Health/Beauty, Dry Cleaning, etc)",1431,,No Issue,Compliant,,,Multifamily Housing,1.8126488027803244e-05
2266,22553,2770604120,2020,Multifamily LR (1-4),FOUNTAIN COURT APTS,FOUNTAIN COURT APARTMENTS LLC,1,MAGNOLIA / QUEEN ANNE,23,1962,2516 14TH AVE W,SEATTLE,WA,98119,47.64137,-122.37449,,,Multifamily LR (1-4),3.2,63,,28.7,29.5,627215,609101,80.3,82.7,0.2,0,0,609101,178517,0,0,21240,21240,0,1,3,Multifamily Housing,21240,,,,,,No Issue,Compliant,,,Multifamily Housing,1.792546368133007e-05
2268,22899,2771108040,2020,Multifamily LR (1-4),RALEIGH HOUSE,RAVENSTONE APARTMENTS LLC,7,MAGNOLIA / QUEEN ANNE,31,1963,2501 14TH AVE W,SEATTLE,WA,98119,47.64104,-122.37539,,,Multifamily LR (1-4),3.5,73,,30.8,31.3,661021,648865,86.1,87.7,0.2,0,0,648865,190171,0,0,21094,21094,0,1,3,Multifamily Housing,21094,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8404488591846285e-05
2274,23432,3876900155,2020,Multifamily LR (1-4),CARROLL TERRACE,HOUSING AUTHORITY CITY SEATTLE,7,MAGNOLIA / QUEEN ANNE,26,1985,600 5TH AVE W,SEATTLE,WA,98119,47.62484,-122.3629,,,Multifamily LR (1-4),4.3,31,,36.6,37.6,837662,816009,102.5,105.2,0.2,0,0,816009,239159,0,0,22716,22716,0,1,4,Multifamily Housing,22298,,,,,,No Issue,Compliant,,,Multifamily Housing,1.7979670428459725e-05
2276,23437,3876900230,2020,Multifamily LR (1-4),MERCER CREST APT,MERCER CREST LLC,7,MAGNOLIA / QUEEN ANNE,32,1957,500 W MERCER ST,SEATTLE,WA,98119,47.62479,-122.36364,,,Multifamily LR (1-4),3.3,93,,26.0,26.5,626935,613491,72.7,74.3,0.1,0,0,613491,179804,0,0,23636,23636,0,1,4,Multifamily Housing,23636,,,,,,No Issue,Compliant,,,Multifamily Housing,1.835331805744032e-05
2277,23438,3877600000,2020,Multifamily LR (1-4),KINNEAR PARK CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1982,500 W ROY ST,SEATTLE,WA,98119,47.62616,-122.36357,,,Multifamily LR (1-4),11.0,94,,23.4,24.1,2119974,2059612,65.6,67.6,0.1,0,0,2059612,603638,0,0,109864,87864,22000,1,4,Multifamily Housing,87864,Parking,22000,,,,No Issue,Compliant,,,Multifamily Housing,1.8222842166994127e-05
2280,23457,3879900375,2020,Multifamily LR (1-4),26 UNIT,CTA I LLC,7,MAGNOLIA / QUEEN ANNE,26,1960,1000 1ST AVE W,SEATTLE,WA,98119,47.628,-122.35769,,,Multifamily LR (1-4),3.0,80,,25.3,26.0,574567,558921,70.8,72.8,0.1,0,0,558921,163810,0,0,22093,22093,0,1,4,Multifamily Housing,22093,Parking,800,,,,No Issue,Compliant,,,Multifamily Housing,1.831390025028997e-05
2281,23462,3879900500,2020,Multifamily LR (1-4),DEL ROY APARTMENTS,DELROY ASSOCIATES L.L.C,7,MAGNOLIA / QUEEN ANNE,51,1914,25 W ROY ST,SEATTLE,WA,98119,47.62561,-122.35763,,,Multifamily LR (1-4),4.9,,,22.8,23.4,944574,919949,63.8,65.5,0.1,0,0,919949,269622,0,0,40370,40370,0,1,4,Multifamily Housing,40370,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8173591175794262e-05
2289,23589,3879901430,2020,Multifamily LR (1-4),LOW INCOME ELDERLY APT,HOUSING AUTHORITY CITY SEATTLE,7,MAGNOLIA / QUEEN ANNE,57,1985,320 W ROY ST,SEATTLE,WA,98119,47.62611,-122.36129,,,Multifamily LR (1-4),7.0,92,,26.8,27.3,1336325,1311906,74.9,76.3,0.2,0,0,1311906,384498,0,0,49034,45494,3540,1,4,Multifamily Housing,49034,Parking,3540,,,,No Issue,Compliant,,,Multifamily Housing,1.8205556335793683e-05
2290,23590,3879901620,2020,Multifamily LR (1-4),500 WEST OLYMPIC PLACE CO-OP,RUDENKO TATYANA,1,MAGNOLIA / QUEEN ANNE,24,1962,500 W OLYMPIC PL,SEATTLE,WA,98119,47.627,-122.36372,,,Multifamily LR (1-4),3.2,95,,22.4,22.4,604444,604444,62.7,62.7,0.1,0,0,604443,177152,0,0,33164,27008,6156,1,4,Multifamily Housing,27008,Parking,6156,,,,No Issue,Compliant,,,Multifamily Housing,1.8063583815028903e-05
2291,23593,3879901915,2020,Multifamily LR (1-4),CHELSEA COURT APTS,CHELSEA PLACE APARTMENTS L L C,7,MAGNOLIA / QUEEN ANNE,56,1907,620 W OLYMPIC PL,SEATTLE,WA,98119,47.62782,-122.36583,,,Multifamily LR (1-4),6.5,65,,32.0,33.0,1268188,1230594,89.7,92.5,0.2,0,0,1230594,360666,0,0,38407,38407,0,1,4,Multifamily Housing,38407,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8022214458806763e-05
2294,25078,5452700000,2020,Multifamily LR (1-4),MERCER PLACE CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1987,522 W MERCER PL,SEATTLE,WA,98119,47.62501,-122.3639,,,Multifamily LR (1-4),3.0,,,27.6,28.3,580512,566241,77.3,79.3,0.1,0,0,566241,165956,0,0,20506,20506,0,1,4,Multifamily Housing,20506,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8077080671985344e-05
2297,25758,9270150000,2020,Multifamily LR (1-4),WEST QUEEN ANNE ON 5TH CONDO,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1920,1401 5TH AVE W,SEATTLE,WA,98119,47.63182,-122.36384,,,Multifamily LR (1-4),8.9,28,,35.5,36.7,1736915,1679728,99.3,102.7,0.2,0,0,1679728,492300,0,0,57212,57212,0,1,4,Multifamily Housing,47346,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8078407475116798e-05
2299,25996,8732370000,2020,Multifamily LR (1-4),202 WEST OLYMPIC PL CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1979,202 W OLYMPIC PL,SEATTLE,WA,98119,47.62689,-122.35981,,,Multifamily LR (1-4),3.2,59,,22.8,23.4,620624,602807,63.8,65.6,0.1,0,0,602807,176672,0,0,26472,26472,0,1,4,Multifamily Housing,26472,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8112660749864157e-05
2300,26024,9320400000,2020,Multifamily LR (1-4),WESTVIEW MANOR CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1977,2625 13TH AVE W,SEATTLE,WA,98119,47.64353,-122.37438,,,Multifamily LR (1-4),2.9,83,,24.5,25.1,557272,542846,68.5,70.3,0.1,0,0,542846,159099,0,0,22202,22202,0,1,3,Multifamily Housing,22202,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8227644422655077e-05
2302,26232,6171400000,2020,Multifamily LR (1-4),NORTHERN LIGHTS CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1965,1017 W NICKERSON ST,SEATTLE,WA,98119,47.65383,-122.3706,,,Multifamily LR (1-4),5.0,76,,25.3,26.2,971930,940862,70.9,73.3,0.1,0,0,940862,275751,0,0,39967,39967,0,1,3,Multifamily Housing,37139,Parking,0,,,,No Issue,Compliant,,,Multifamily Housing,1.8132300517495856e-05
2304,26509,7015400000,2020,Multifamily LR (1-4),QUEEN ANNE 20 CONDOMINIUM,,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1977,2221 GILMAN DR W,SEATTLE,WA,98119,47.6389,-122.37353,,,Multifamily LR (1-4),3.3,62,,21.3,21.8,632999,618839,59.6,60.9,0.1,0,0,618839,181371,0,0,29088,29088,0,1,4,Multifamily Housing,29088,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8194749987594488e-05
2308,49997,2770602910,2020,Multifamily LR (1-4),THE FLATS AT INTERBAY APTS,FLATS AT INTERBAY LIMITED PARTNERSHIP,1,MAGNOLIA / QUEEN ANNE,,2014,3036 16TH AVE W,SEATTLE,SEATTLE,98119,47.64771,-122.37697,,,Multifamily LR (1-4),13.1,96,,27.9,28.2,2489114,2464921,78.2,78.9,0.1,0,0,2464921,722427,0,0,112264,88304,23960,1,4,Multifamily Housing,88304,Parking,23960,,,,No Issue,Compliant,,,Multifamily Housing,1.8133320044793453e-05
2312,19797,222500000,2020,Multifamily MR (5-9),ANDIAMO CONDOMINIUM,,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1996,626 4TH AVE W,SEATTLE,WA,98119,47.62548,-122.36166,,,Multifamily MR (5-9),3.4,93,,30.5,31.0,646072,635839,85.5,86.9,0.2,0,0,635839,186354,0,0,20798,20798,0,1,5,Multifamily Housing,20820,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8244845831052727e-05
2315,20741,1731801080,2020,Multifamily MR (5-9),WEST TOWN VIEW APTS,,7,MAGNOLIA / QUEEN ANNE,59,1977,1407 2ND AVE W,SEATTLE,WA,98119,47.63161,-122.35967,,,Multifamily MR (5-9),7.8,73,,35.8,37.0,1507433,1459374,100.3,103.6,0.2,0,0,1459373,427718,0,0,40758,40758,0,1,6,Multifamily Housing,40758,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8236314581102503e-05
2316,21279,1989200570,2020,Multifamily MR (5-9),WEST REPUBLICAN PLACE,WEST REPUBLICAN PLACE INC,7,MAGNOLIA / QUEEN ANNE,22,1992,323 W REPUBLICAN ST,SEATTLE,WA,98119,47.62307,-122.36173,,,Multifamily MR (5-9),3.2,98,,26.6,27.2,613700,600421,74.5,76.2,0.1,0,0,600421,175973,0,0,33183,22558,10625,1,5,Multifamily Housing,22558,Parking,10625,Office,2471,,No Issue,Compliant,,,Multifamily Housing,1.8184607865979442e-05
2322,21838,2313980000,2020,Multifamily MR (5-9),ELLIOTT BAY CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1997,524 6TH AVE W,SEATTLE,WA,98119,47.62418,-122.3642,,,Multifamily MR (5-9),5.3,86,,32.9,33.4,1010465,993721,92.0,93.6,0.2,0,0,993721,291243,0,0,30236,30236,0,1,5,Multifamily Housing,30236,Parking,4900,,,,No Issue,Compliant,,,Multifamily Housing,1.8197862266217556e-05
2323,21950,2569800000,2020,Multifamily MR (5-9),500 ELLIOTT HOMES CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2000,500 ELLIOTT AVE W,SEATTLE,WA,98119,47.6239,-122.36437,,,Multifamily MR (5-9),6.6,84,,29.2,29.2,1244347,1244347,81.9,81.9,0.1,0,0,1244346,364697,0,0,45715,45715,0,1,5,Multifamily Housing,42554,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8097214948299546e-05
2325,22512,2772500000,2020,Multifamily MR (5-9),GILMAN'S FAIRWAY CONDOMINIUM,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2000,2530 15TH AVE W,SEATTLE,WA,98119,47.64154,-122.37565,,,Multifamily MR (5-9),6.1,,,66.5,67.8,1174409,1152096,186.1,189.7,0.2,0,0,1152096,337660,0,0,34582,34582,0,1,6,Multifamily Housing,17334,Parking,13300,,,,No Issue,Compliant,,,Multifamily Housing,1.8065509684297813e-05
2327,22896,2771106030,2020,Multifamily MR (5-9),AIRE APARTMENTS,KAMI LP+MILKIE STUDIO INC ET AL,1,MAGNOLIA / QUEEN ANNE,43,1991,2572 GILMAN DR W,SEATTLE,WA,98119,47.64271,-122.3755,,,Multifamily MR (5-9),3.7,100,,22.2,22.6,718109,704058,62.1,63.3,0.1,0,0,704058,206348,0,0,48632,31756,16876,1,5,Multifamily Housing,31756,Parking,16876,,,,No Issue,Compliant,,,Multifamily Housing,1.793087405741757e-05
2331,23575,3879900925,2020,Multifamily MR (5-9),HADLEY HOUSE COOP APTS,COREY NICHOLAS ANDREW,7,MAGNOLIA / QUEEN ANNE,43,1960,919 2ND AVE W,SEATTLE,WA,98119,47.62747,-122.35961,,,Multifamily MR (5-9),4.4,99,,22.2,22.8,851094,829743,62.3,63.9,0.1,0,0,829742,243184,0,0,44016,37296,6720,1,6,Multifamily Housing,37296,Parking,6720,,,,No Issue,Compliant,,,Multifamily Housing,1.809329561155339e-05
2336,25995,8732330000,2020,Multifamily MR (5-9),200  W HIGHLAND,,1,MAGNOLIA / QUEEN ANNE,NOT_FOUND,2009,200 W HIGHLAND DR,SEATTLE,WA,98119,47.62985,-122.35963,,,Multifamily MR (5-9),7.9,84,,28.8,28.6,1483650,1491471,80.5,80.1,0.1,0,0,1491470,437125,0,0,62190,62190,0,1,5,Multifamily Housing,51850,Parking,2000,,,,No Issue,Compliant,,,Multifamily Housing,1.8072633686016586e-05
2338,27610,4468500000,2020,Multifamily MR (5-9),LUXE,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1968,500 5TH AVE W,SEATTLE,WA,98119,47.62351,-122.36296,,,Multifamily MR (5-9),6.9,85,,32.2,32.9,1329409,1301480,90.1,92.1,0.2,0,0,1301480,381442,0,0,40248,40248,0,1,7,Multifamily Housing,40428,Parking,13000,,,,No Issue,Compliant,,,Multifamily Housing,1.808925079042161e-05
2339,27950,6780800000,2020,Multifamily MR (5-9),PIERRE MARQUIS CONDOMINIUM MERIDIAN,,7,MAGNOLIA / QUEEN ANNE,NOT_FOUND,1980,2253 GILMAN DR W,SEATTLE,WA,98119,47.63992,-122.37471,,,Multifamily MR (5-9),7.5,83,,26.7,27.3,1440441,1409013,74.7,76.3,0.1,0,0,1409013,412958,0,0,62093,62093,0,1,5,Multifamily Housing,52826,Swimming Pool,0,,,,No Issue,Compliant,,,Multifamily Housing,1.8161653243186958e-05
